Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
Spain,Santander,44,Good,0,Good,44,Good,0,Good,25,Good,9.45,123.3333
Brazil,Santo Augusto,26,Good,1,Good,15,Good,0,Good,26,Good,-27.8508,-53.7769
Italy,Marigliano,49,Good,1,Good,49,Good,3,Good,49,Good,40.9333,14.45
Madagascar,Maroantsetra,22,Good,0,Good,22,Good,0,Good,7,Good,-15.4333,49.75
Indonesia,Martapura,28,Good,1,Good,20,Good,0,Good,28,Good,-3.45,114.8333
Lesotho,Maseru,134,Unhealthy for Sensitive Groups,6,Good,5,Good,3,Good,134,Unhealthy for Sensitive Groups,-29.31,27.48
Belarus,Masty,35,Good,1,Good,35,Good,0,Good,18,Good,53.417,24.55
Canada,Matane,54,Moderate,0,Good,24,Good,1,Good,54,Moderate,48.85,-67.5333
Belarus,Mazyr,40,Good,1,Good,27,Good,1,Good,40,Good,52.05,29.2667
Malaysia,Melaka,61,Moderate,1,Good,31,Good,0,Good,61,Moderate,2.1944,102.2486
Uruguay,Melo,25,Good,0,Good,25,Good,0,Good,4,Good,-32.3667,-54.1833
United States of America,Menomonee Falls,66,Moderate,2,Good,15,Good,16,Good,66,Moderate,43.1487,-88.1227
South Africa,Messina,55,Moderate,1,Good,17,Good,1,Good,55,Moderate,38.1936,15.5542
Italy,Minturno,47,Good,1,Good,47,Good,0,Good,31,Good,41.2667,13.75
,Moche,31,Good,1,Good,15,Good,1,Good,31,Good,-8.1706,-79.0094
Chad,Mongo,53,Moderate,2,Good,10,Good,1,Good,53,Moderate,12.1837,18.7
Hungary,Monor,64,Moderate,1,Good,31,Good,3,Good,64,Moderate,47.3475,19.4489
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,32.5185,-92.0774
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,40.3191,-74.4286
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,35.0063,-80.5596
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,41.3043,-74.1941
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,41.9155,-83.3849
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,47.8595,-121.9851
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,41.3379,-73.225
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,39.4461,-84.3667
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,33.799,-83.7161
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,42.603,-89.6381
Germany,Moosburg,50,Good,1,Good,29,Good,3,Good,50,Good,48.4667,11.9333
Japan,Moriyama,45,Good,1,Good,45,Good,0,Good,24,Good,35.0586,135.9942
Germany,Mosbach,29,Good,0,Good,29,Good,2,Good,25,Good,49.3522,9.1467
Bosnia and Herzegovina,Mostar,58,Moderate,1,Good,39,Good,0,Good,58,Moderate,43.3436,17.8075
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,40.9136,-73.8291
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,48.4203,-122.3115
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,40.3854,-82.4737
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,38.314,-88.9174
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,38.714,-77.1043
Pakistan,Muzaffargarh,191,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy,30.0694,71.1942
Brazil,Muzambinho,57,Moderate,2,Good,3,Good,4,Good,57,Moderate,-21.3758,-46.5258
Myanmar,Myingyan,27,Good,0,Good,27,Good,0,Good,20,Good,21.46,95.3883
India,Nagda,160,Unhealthy,1,Good,37,Good,0,Good,160,Unhealthy,23.4564,75.4131
,Namerikawa,43,Good,1,Good,43,Good,0,Good,24,Good,36.7644,137.3412
France,Nantes,38,Good,1,Good,25,Good,2,Good,38,Good,47.2181,-1.5528
United States of America,Tarboro,52,Moderate,2,Good,17,Good,11,Good,52,Moderate,35.9046,-77.5563
Italy,Taurianova,57,Moderate,1,Good,56,Moderate,0,Good,57,Moderate,38.35,16.0167
Ghana,Tema,120,Unhealthy for Sensitive Groups,3,Good,10,Good,3,Good,120,Unhealthy for Sensitive Groups,5.6667,-0.0167
Mexico,Tepatlaxco,166,Unhealthy,3,Good,4,Good,11,Good,166,Unhealthy,19.0667,-97.9667
France,Tergnier,32,Good,1,Good,25,Good,2,Good,32,Good,49.6558,3.2872
Belgium,Tessenderlo,36,Good,1,Good,24,Good,4,Good,36,Good,51.0697,5.0897
India,Tezu,27,Good,1,Good,26,Good,0,Good,27,Good,27.9167,96.1667
Colombia,Tierralta,30,Good,1,Good,8,Good,1,Good,30,Good,8.1728,-76.0594
Albania,Tirana,73,Moderate,1,Good,45,Good,1,Good,73,Moderate,41.3289,19.8178
Russian Federation,Tobolsk,46,Good,1,Good,31,Good,0,Good,46,Good,58.1953,68.2581
Italy,Tolentino,47,Good,1,Good,47,Good,1,Good,24,Good,43.2086,13.2841
Hungary,Tolna,75,Moderate,1,Good,34,Good,2,Good,75,Moderate,46.4236,18.7903
Spain,Tolosa,38,Good,0,Good,38,Good,0,Good,35,Good,11.0633,125.0353
Spain,Tolosa,38,Good,0,Good,38,Good,0,Good,35,Good,43.1333,-2.0833
Russian Federation,Tolyatti,34,Good,1,Good,34,Good,1,Good,10,Good,53.5089,49.4222
Russian Federation,Tomsk,31,Good,1,Good,31,Good,0,Good,25,Good,56.4886,84.9522
United States of America,Nashville,80,Moderate,1,Good,31,Good,4,Good,80,Moderate,36.1715,-86.7842
Italy,Nerviano,66,Moderate,1,Good,38,Good,3,Good,66,Moderate,45.55,8.9833
United States of America,New Providence,57,Moderate,1,Good,26,Good,10,Good,57,Moderate,40.6996,-74.4035
India,Nidadavole,135,Unhealthy for Sensitive Groups,1,Good,33,Good,2,Good,135,Unhealthy for Sensitive Groups,16.92,81.67
Japan,Nirasaki,43,Good,1,Good,43,Good,0,Good,16,Good,35.7089,138.4461
Japan,Noda,64,Moderate,1,Good,64,Moderate,3,Good,29,Good,35.95,139.8667
Thailand,Nong Kung Si,57,Moderate,0,Good,27,Good,0,Good,57,Moderate,16.65,103.3
United States of America,North Versailles,45,Good,1,Good,37,Good,4,Good,45,Good,40.3785,-79.8084
Russian Federation,Novopavlovsk,39,Good,1,Good,39,Good,1,Good,38,Good,43.95,43.6333
Malawi,Ntcheu,23,Good,0,Good,23,Good,0,Good,21,Good,-14.8333,34.6667
Russian Federation,Obninsk,37,Good,1,Good,37,Good,0,Good,17,Good,55.0931,36.6106
Ukraine,Obukhiv,73,Moderate,1,Good,38,Good,2,Good,73,Moderate,50.1109,30.6269
Germany,Olbernhau,39,Good,1,Good,24,Good,3,Good,39,Good,50.6667,13.3333
Finland,Tornio,31,Good,1,Good,31,Good,0,Good,17,Good,65.85,24.15
Italy,Torre Annunziata,58,Moderate,1,Good,58,Moderate,1,Good,41,Good,40.7569,14.4444
Austria,Traiskirchen,58,Moderate,1,Good,31,Good,3,Good,58,Moderate,48.0189,16.2922
Italy,Trebaseleghe,78,Moderate,2,Good,23,Good,9,Good,78,Moderate,45.5833,12.05
Italy,Trecate,71,Moderate,1,Good,35,Good,4,Good,71,Moderate,45.4333,8.7333
Philippines,Trento,58,Moderate,1,Good,20,Good,0,Good,58,Moderate,46.0667,11.1167
Philippines,Trento,58,Moderate,1,Good,20,Good,0,Good,58,Moderate,8.0459,126.0614
Germany,Treuchtlingen,45,Good,1,Good,25,Good,2,Good,45,Good,48.9553,10.9094
Norway,Trondheim,29,Good,1,Good,29,Good,0,Good,19,Good,63.4297,10.3933
Namibia,Tsumeb,43,Good,1,Good,19,Good,0,Good,43,Good,-19.25,17.7
United States of America,Tuckahoe,58,Moderate,1,Good,23,Good,7,Good,58,Moderate,37.5878,-77.5858
Turkey,Turhal,26,Good,1,Good,26,Good,2,Good,17,Good,40.39,36.09
India,Udala,169,Unhealthy,1,Good,49,Good,0,Good,169,Unhealthy,21.5781,86.5668
South Africa,Umtata,99,Moderate,3,Good,12,Good,5,Good,99,Moderate,-31.58,28.79
Germany,Unna,36,Good,0,Good,24,Good,3,Good,36,Good,51.5347,7.6889
Germany,Uslar,32,Good,0,Good,29,Good,1,Good,32,Good,51.6597,9.6358
India,Utraula,188,Unhealthy,3,Good,165,Unhealthy,1,Good,188,Unhealthy,27.32,82.42
Finland,Vaasa,55,Moderate,1,Good,28,Good,2,Good,55,Moderate,63.1,21.6167
United States of America,Vacaville,59,Moderate,2,Good,21,Good,15,Good,59,Moderate,38.3587,-121.9673
France,Valentigney,40,Good,1,Good,25,Good,1,Good,40,Good,47.4625,6.8322
Italy,Valenza,61,Moderate,1,Good,38,Good,3,Good,61,Moderate,45.014,8.6458
Russian Federation,Vanino,22,Good,1,Good,18,Good,0,Good,22,Good,49.0873,140.2425
Bulgaria,Vidin,77,Moderate,1,Good,35,Good,3,Good,77,Moderate,44.0,22.8667
Indonesia,Surabaya,152,Unhealthy,1,Good,45,Good,1,Good,152,Unhealthy,-7.2458,112.7378
Mauritius,Surinam,29,Good,0,Good,29,Good,0,Good,24,Good,-20.5139,57.5111
Libya,Surt,68,Moderate,1,Good,39,Good,0,Good,68,Moderate,31.205,16.5886
Denmark,Svendborg,38,Good,0,Good,32,Good,0,Good,38,Good,55.0594,10.6083
China,Taichung,202,Very Unhealthy,4,Good,202,Very Unhealthy,10,Good,157,Unhealthy,24.1439,120.6794
China,Taitung,109,Unhealthy for Sensitive Groups,2,Good,109,Unhealthy for Sensitive Groups,0,Good,109,Unhealthy for Sensitive Groups,22.7583,121.1444
Finland,Tampere,30,Good,1,Good,30,Good,2,Good,12,Good,61.4981,23.76
Ukraine,Khorol,41,Good,1,Good,41,Good,0,Good,23,Good,44.4289,132.0742
Uganda,Kireka,94,Moderate,4,Good,21,Good,2,Good,94,Moderate,0.3467,32.5
United States of America,Kissimmee,64,Moderate,2,Good,7,Good,17,Good,64,Moderate,28.3041,-81.4169
Czechia,Kladno,76,Moderate,1,Good,40,Good,3,Good,76,Moderate,50.15,14.1
Thailand,Klaeng,56,Moderate,0,Good,25,Good,1,Good,56,Moderate,12.7778,101.6483
Japan,Kodaira,34,Good,1,Good,34,Good,3,Good,21,Good,35.7285,139.4774
Japan,Kokubunji,34,Good,1,Good,34,Good,3,Good,21,Good,35.7109,139.4622
Ghana,Konongo,58,Moderate,2,Good,16,Good,1,Good,58,Moderate,6.6167,-1.2167
Ukraine,Konotop,36,Good,1,Good,36,Good,0,Good,10,Good,51.2369,33.2027
Burkina Faso,Koudougou,56,Moderate,1,Good,17,Good,0,Good,56,Moderate,12.25,-2.3667
Russian Federation,Kozelsk,47,Good,1,Good,28,Good,1,Good,47,Good,54.0353,35.7767
Switzerland,Kreuzlingen,48,Good,2,Good,22,Good,7,Good,48,Good,47.6333,9.1667
Cameroon,Kribi,70,Moderate,2,Good,35,Good,0,Good,70,Moderate,2.935,9.91
Japan,Kurayoshi,47,Good,1,Good,35,Good,1,Good,47,Good,35.4333,133.8167
Russian Federation,Kusa,31,Good,1,Good,31,Good,0,Good,20,Good,55.35,59.45
Russian Federation,Kyakhta,37,Good,1,Good,34,Good,0,Good,37,Good,50.35,106.45
Colombia,La Victoria,80,Moderate,3,Good,1,Good,6,Good,80,Moderate,18.55,-69.9
Colombia,La Victoria,80,Moderate,3,Good,1,Good,6,Good,80,Moderate,10.2278,-67.3336
Colombia,La Victoria,80,Moderate,3,Good,1,Good,6,Good,80,Moderate,4.5214,-76.0364
India,Madgaon,82,Moderate,0,Good,23,Good,0,Good,82,Moderate,15.2736,73.9581
Portugal,Mafra,37,Good,1,Good,37,Good,4,Good,16,Good,38.9411,-9.3319
Portugal,Mafra,37,Good,1,Good,37,Good,4,Good,16,Good,-26.1108,-49.805
Poland,Malbork,92,Moderate,1,Good,34,Good,2,Good,92,Moderate,54.0333,19.0333
Turkey,Malkara,46,Good,1,Good,46,Good,0,Good,39,Good,40.8933,26.9042
India,Mallapuram,63,Moderate,1,Good,24,Good,2,Good,63,Moderate,9.828,77.673
Philippines,Malvar,53,Moderate,0,Good,23,Good,1,Good,53,Moderate,14.0417,121.1583
India,Mangalagiri,93,Moderate,1,Good,26,Good,1,Good,93,Moderate,16.43,80.55
Philippines,Mangaldan,51,Moderate,0,Good,24,Good,1,Good,51,Moderate,16.07,120.4025
Cuba,Manicaragua,54,Moderate,1,Good,18,Good,2,Good,54,Moderate,22.15,-79.9764
Spain,Manises,32,Good,1,Good,32,Good,1,Good,22,Good,39.4833,-0.45
Niger,Maradi,41,Good,2,Good,25,Good,1,Good,41,Good,13.4833,7.1
Italy,Marcianise,62,Moderate,1,Good,62,Moderate,2,Good,55,Moderate,41.0333,14.3
Brazil,Maruim,21,Good,0,Good,18,Good,1,Good,21,Good,-10.7378,-37.0819
Iran (Islamic Republic of),Mashhad,148,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,148,Unhealthy for Sensitive Groups,36.3,59.6
United States of America,Massena,43,Good,1,Good,19,Good,4,Good,43,Good,44.9609,-74.8339
Romania,Medgidia,42,Good,1,Good,42,Good,0,Good,20,Good,44.2503,28.2614
Russian Federation,Medvezhyegorsk,55,Moderate,1,Good,29,Good,0,Good,55,Moderate,62.9,34.4667
,Menton,108,Unhealthy for Sensitive Groups,2,Good,28,Good,4,Good,108,Unhealthy for Sensitive Groups,43.775,7.5
Ukraine,Merefa,41,Good,1,Good,41,Good,0,Good,38,Good,49.8197,36.0686
United States of America,Merrick,112,Unhealthy for Sensitive Groups,4,Good,13,Good,34,Good,112,Unhealthy for Sensitive Groups,40.6515,-73.5535
Turkey,Merzifon,49,Good,1,Good,33,Good,0,Good,49,Good,40.875,35.4633
Italy,Mesagne,67,Moderate,1,Good,67,Moderate,1,Good,50,Good,40.5667,17.8
Mexico,Metepec,130,Unhealthy for Sensitive Groups,3,Good,11,Good,12,Good,130,Unhealthy for Sensitive Groups,19.2511,-99.6047
France,Meyzieu,118,Unhealthy for Sensitive Groups,2,Good,24,Good,4,Good,118,Unhealthy for Sensitive Groups,45.7667,5.0036
China,Laiyang,127,Unhealthy for Sensitive Groups,2,Good,118,Unhealthy for Sensitive Groups,2,Good,127,Unhealthy for Sensitive Groups,36.9758,120.7136
Germany,Lauenburg,33,Good,0,Good,33,Good,1,Good,13,Good,53.3833,10.5667
Netherlands,Leerdam,30,Good,1,Good,30,Good,2,Good,20,Good,51.9,5.1
United Kingdom of Great Britain and Northern Ireland,Leigh,59,Moderate,1,Good,19,Good,10,Good,59,Moderate,53.4975,-2.515
Russian Federation,Lermontov,35,Good,1,Good,35,Good,1,Good,21,Good,44.1167,42.9833
Czechia,Liberec,74,Moderate,1,Good,39,Good,1,Good,74,Moderate,50.7667,15.0667
Germany,Lichtenstein,67,Moderate,1,Good,39,Good,1,Good,67,Moderate,50.7564,12.6317
France,Limoges,74,Moderate,1,Good,29,Good,2,Good,74,Moderate,45.8353,1.2625
Germany,Lippstadt,42,Good,1,Good,34,Good,2,Good,42,Good,51.6667,8.35
Switzerland,Locarno,42,Good,1,Good,19,Good,2,Good,42,Good,46.1667,8.8
Thailand,Lom Sak,34,Good,0,Good,25,Good,0,Good,34,Good,16.7775,101.2468
Venezuela (Bolivarian Republic of),Los Teques,50,Good,1,Good,17,Good,6,Good,50,Good,10.3411,-67.0406
India,Losal,244,Very Unhealthy,1,Good,46,Good,0,Good,244,Very Unhealthy,27.4,74.92
United States of America,Lufkin,134,Unhealthy for Sensitive Groups,1,Good,19,Good,2,Good,134,Unhealthy for Sensitive Groups,31.3217,-94.7277
China,Luohe,161,Unhealthy,2,Good,161,Unhealthy,2,Good,83,Moderate,33.583,114.0109
United States of America,Lynnfield,64,Moderate,2,Good,18,Good,15,Good,64,Moderate,42.5356,-71.0382
United States of America,Mableton,63,Moderate,2,Good,35,Good,8,Good,63,Moderate,33.8133,-84.5655
India,Ilkal,59,Moderate,0,Good,24,Good,0,Good,59,Moderate,15.9592,76.1135
Japan,Inzai,40,Good,1,Good,40,Good,2,Good,35,Good,35.8333,140.15
Brazil,Ipatinga,48,Good,1,Good,13,Good,2,Good,48,Good,-19.5,-42.5333
Japan,Iruma,33,Good,1,Good,33,Good,3,Good,20,Good,35.8358,139.3911
United States of America,Irvington,107,Unhealthy for Sensitive Groups,3,Good,12,Good,28,Good,107,Unhealthy for Sensitive Groups,40.7243,-74.2317
Nigeria,Iwo,70,Moderate,3,Good,21,Good,2,Good,70,Moderate,7.6333,4.1833
Mexico,Ixtapa,54,Moderate,2,Good,10,Good,2,Good,54,Moderate,16.8167,-92.9167
Sri Lanka,Jaffna,50,Good,0,Good,25,Good,0,Good,50,Good,9.6647,80.0167
Guatemala,Jalpatagua,122,Unhealthy for Sensitive Groups,3,Good,0,Good,10,Good,122,Unhealthy for Sensitive Groups,14.1364,-90.0052
United States of America,Jefferson City,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,38.5676,-92.1759
United States of America,Jeffersontown,62,Moderate,1,Good,46,Good,6,Good,62,Moderate,38.2049,-85.5701
United States of America,Johnston,41,Good,1,Good,37,Good,2,Good,41,Good,41.8274,-71.5202
United States of America,Johnston,41,Good,1,Good,37,Good,2,Good,41,Good,41.691,-93.7234
Thailand,Kaeng Khoi,57,Moderate,1,Good,30,Good,1,Good,57,Moderate,14.5864,100.9967
United States of America,Bellaire,91,Moderate,1,Good,18,Good,5,Good,91,Moderate,29.704,-95.4621
France,Bernay,53,Moderate,1,Good,29,Good,3,Good,53,Moderate,49.0886,0.5983
India,Bhadreswar,172,Unhealthy,5,Good,106,Unhealthy for Sensitive Groups,6,Good,172,Unhealthy,22.82,88.35
United Kingdom of Great Britain and Northern Ireland,Billingham,56,Moderate,1,Good,12,Good,12,Good,56,Moderate,54.61,-1.27
Germany,Bischofswerda,82,Moderate,1,Good,35,Good,2,Good,82,Moderate,51.1275,14.1797
Italy,Bisignano,59,Moderate,1,Good,52,Moderate,1,Good,59,Moderate,39.5167,16.2833
Bulgaria,Blagoevgrad,58,Moderate,1,Good,36,Good,1,Good,58,Moderate,42.0119,23.0897
Central African Republic,Bocaranga,64,Moderate,2,Good,18,Good,0,Good,64,Moderate,6.9844,15.6408
Benin,Bohicon,77,Moderate,3,Good,14,Good,2,Good,77,Moderate,7.2,2.0667
Philippines,Bontoc,26,Good,0,Good,26,Good,0,Good,22,Good,17.09,120.9772
Philippines,Bontoc,26,Good,0,Good,26,Good,0,Good,22,Good,10.35,124.9667
France,Bordeaux,47,Good,0,Good,47,Good,0,Good,16,Good,44.84,-0.58
Germany,Borna,65,Moderate,1,Good,37,Good,2,Good,65,Moderate,51.1167,12.5
Germany,Borna,65,Moderate,1,Good,37,Good,2,Good,65,Moderate,25.4373,86.6172
United States of America,Boulder,47,Good,1,Good,19,Good,8,Good,47,Good,40.0248,-105.2524
United Kingdom of Great Britain and Northern Ireland,Bracknell,27,Good,1,Good,24,Good,5,Good,27,Good,51.416,-0.749
United States of America,Bradenton,63,Moderate,1,Good,24,Good,13,Good,63,Moderate,27.4901,-82.5757
India,Brahmapur,116,Unhealthy for Sensitive Groups,2,Good,47,Good,1,Good,116,Unhealthy for Sensitive Groups,19.315,84.7941
United States of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good,40.7839,-73.2522
United States of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good,51.62,0.305
United States of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good,40.3734,-79.9757
United States of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good,37.9356,-121.719
United States of America,Brentwood,35,Good,1,Good,29,Good,8,Good,35,Good,35.9918,-86.7758
Poland,Brodnica,94,Moderate,1,Good,34,Good,1,Good,94,Moderate,53.2597,19.3956
Japan,Hino,34,Good,1,Good,34,Good,3,Good,18,Good,35.6713,139.3951
Japan,Hino,34,Good,1,Good,34,Good,3,Good,18,Good,35.018,136.246
Japan,Hiratsuka,37,Good,1,Good,37,Good,2,Good,16,Good,35.3167,139.35
United States of America,Holland,39,Good,1,Good,32,Good,4,Good,39,Good,42.7677,-86.0984
United States of America,Homestead,77,Moderate,1,Good,12,Good,11,Good,77,Moderate,25.4665,-80.4472
United Kingdom of Great Britain and Northern Ireland,Honiton,59,Moderate,1,Good,16,Good,7,Good,59,Moderate,50.8,-3.19
Denmark,Horsens,33,Good,0,Good,33,Good,0,Good,21,Good,55.8583,9.85
Thailand,Huai Yot,54,Moderate,1,Good,32,Good,0,Good,54,Moderate,7.7894,99.6347
Bolivia (Plurinational State of),Huanuni,14,Good,0,Good,14,Good,0,Good,9,Good,-18.29,-66.8383
Germany,Hungen,64,Moderate,1,Good,40,Good,2,Good,64,Moderate,50.4667,8.9
Japan,Ichikawa,37,Good,1,Good,37,Good,3,Good,31,Good,35.7219,139.9311
Japan,Ichikawa,37,Good,1,Good,37,Good,3,Good,31,Good,34.9893,134.7633
India,Ilampillai,53,Moderate,1,Good,29,Good,1,Good,53,Moderate,11.6066,78.0068
Japan,Goshogawara,41,Good,1,Good,41,Good,1,Good,29,Good,40.808,140.4401
United States of America,Grafton,78,Moderate,3,Good,10,Good,19,Good,78,Moderate,42.2085,-71.6838
United States of America,Grafton,78,Moderate,3,Good,10,Good,19,Good,78,Moderate,43.3204,-87.948
United States of America,Grafton,78,Moderate,3,Good,10,Good,19,Good,78,Moderate,-29.6833,152.9333
Canada,Granby,54,Moderate,2,Good,8,Good,8,Good,54,Moderate,45.4,-72.7333
Canada,Granby,54,Moderate,2,Good,8,Good,8,Good,54,Moderate,41.9694,-72.8346
Spain,Granollers,66,Moderate,1,Good,29,Good,7,Good,66,Moderate,41.6083,2.2889
Australia,Griffith,24,Good,0,Good,24,Good,0,Good,10,Good,-34.29,146.04
Australia,Griffith,24,Good,0,Good,24,Good,0,Good,10,Good,41.5277,-87.4239
Germany,Grimmen,35,Good,0,Good,35,Good,0,Good,14,Good,54.11,13.0414
Brazil,Guarapari,52,Moderate,1,Good,23,Good,1,Good,52,Moderate,-20.65,-40.5
Venezuela (Bolivarian Republic of),Guasdualito,55,Moderate,1,Good,8,Good,1,Good,55,Moderate,7.2467,-70.7292
Gambia,Gunjur,153,Unhealthy,1,Good,22,Good,1,Good,153,Unhealthy,13.1833,-16.7667
United States of America,Gurnee,57,Moderate,2,Good,24,Good,14,Good,57,Moderate,42.3708,-87.9392
Japan,Hachinohe,40,Good,1,Good,40,Good,0,Good,39,Good,40.5123,141.4884
United States of America,Hacienda Heights,117,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,117,Unhealthy for Sensitive Groups,33.997,-117.9727
Belgium,Hasselt,48,Good,1,Good,30,Good,3,Good,48,Good,50.9305,5.3385
Germany,Hauzenberg,52,Moderate,1,Good,47,Good,1,Good,52,Moderate,48.65,13.6333
Germany,Heilbad Heiligenstadt,58,Moderate,1,Good,34,Good,2,Good,58,Moderate,51.3789,10.1386
Germany,Helmstedt,41,Good,1,Good,36,Good,1,Good,41,Good,52.2281,11.0106
United States of America,Hermosa Beach,106,Unhealthy for Sensitive Groups,3,Good,4,Good,40,Good,106,Unhealthy for Sensitive Groups,33.8653,-118.3962
United States of America,Imperial Beach,59,Moderate,2,Good,23,Good,19,Good,59,Moderate,32.5693,-117.118
Japan,Inazawa,59,Moderate,1,Good,59,Moderate,2,Good,50,Good,35.2647,136.7969
Germany,Isselburg,31,Good,1,Good,31,Good,2,Good,26,Good,51.8331,6.4667
Brazil,Itaocara,58,Moderate,2,Good,4,Good,4,Good,58,Moderate,-21.6789,-42.0819
Brazil,Itaquaquecetuba,172,Unhealthy,7,Good,0,Good,22,Good,172,Unhealthy,-23.4864,-46.3486
Mexico,Jamay,56,Moderate,1,Good,16,Good,4,Good,56,Moderate,20.2944,-102.7097
China,Jilin,62,Moderate,3,Good,62,Moderate,2,Good,54,Moderate,43.8519,126.5481
Russian Federation,Shelekhov,54,Moderate,1,Good,36,Good,1,Good,54,Moderate,52.2167,104.1167
Kenya,Siaya,92,Moderate,3,Good,35,Good,1,Good,92,Moderate,0.0667,34.2833
India,Sidhi,162,Unhealthy,3,Good,162,Unhealthy,2,Good,159,Unhealthy,24.42,81.88
Poland,Siedlce,35,Good,1,Good,35,Good,0,Good,15,Good,52.165,22.2714
Bulgaria,Silistra,47,Good,1,Good,43,Good,0,Good,47,Good,44.1172,27.2606
Turkey,Silivri,54,Moderate,1,Good,37,Good,0,Good,54,Moderate,41.0736,28.2478
Romania,Sinaia,42,Good,1,Good,40,Good,0,Good,42,Good,45.35,25.5514
Australia,Singleton,31,Good,0,Good,3,Good,13,Good,31,Good,-32.5667,151.1697
Colombia,Sitionuevo,100,Unhealthy for Sensitive Groups,2,Good,11,Good,6,Good,100,Unhealthy for Sensitive Groups,10.7833,-74.7167
United Kingdom of Great Britain and Northern Ireland,Sleaford,36,Good,1,Good,36,Good,3,Good,15,Good,52.996,-0.413
Russian Federation,Snezhnogorsk,32,Good,1,Good,32,Good,0,Good,20,Good,69.2,33.2333
Russian Federation,Kashira,34,Good,1,Good,34,Good,0,Good,34,Good,54.8333,38.1667
Russian Federation,Kaspiyskiy,38,Good,1,Good,38,Good,0,Good,19,Good,45.3908,47.3658
Namibia,Katima Mulilo,19,Good,0,Good,19,Good,0,Good,17,Good,-17.5039,24.275
Japan,Katsuura,45,Good,1,Good,45,Good,1,Good,41,Good,35.15,140.3167
United States of America,Kearney,42,Good,1,Good,30,Good,1,Good,42,Good,40.7011,-99.0833
United States of America,Kearney,42,Good,1,Good,30,Good,1,Good,42,Good,39.355,-94.3599
United Kingdom of Great Britain and Northern Ireland,Kenilworth,33,Good,1,Good,33,Good,3,Good,22,Good,52.341,-1.566
