,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
579,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,7.99,580,3960,"Sep 27, 2019",['Production I.G'],4,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",None
580,High Score Girl II,TV,7.99,581,1531,"Oct 26, 2019 to Dec 21, 2019",['J.C.Staff'],9,['Comedy'],"['Love Polygon', 'Romantic Subtext', 'School', 'Video Game']",Seinen
581,Kimi ni Todoke 2nd Season,TV,7.99,582,450,"Jan 12, 2011 to Mar 30, 2011",['Production I.G'],12,"['Drama', 'Romance', 'Slice of Life']",['School'],Shoujo
582,Koukaku Kidoutai 2.0,Movie,7.99,583,1955,"Jul 12, 2008",['Production I.G'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",Seinen
583,Major Movie: Yuujou no Winning Shot,Movie,7.99,584,4282,"Dec 13, 2008",['Xebec'],1,"['Action', 'Sports']",['Team Sports'],Shounen
584,Promare,Movie,7.99,585,822,"May 24, 2019",['Trigger'],1,"['Action', 'Sci-Fi']","['Mecha', 'Super Power']",None
585,ReLIFE,TV,7.99,586,138,"Jul 2, 2016 to Sep 24, 2016",['TMS Entertainment'],13,"['Drama', 'Romance', 'Slice of Life']",['School'],None
586,Sakasama no Patema,Movie,7.99,587,756,"Nov 9, 2013","['Studio Rikka', '            Purple Cow Studio Japan']",1,"['Adventure', 'Sci-Fi']",['None'],None
587,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,7.99,588,254,"Apr 9, 2018 to Jun 25, 2018",['J.C.Staff'],12,"['Gourmet', 'Ecchi']",['School'],Shounen
588,xxxHOLiC,TV,7.99,589,674,"Apr 7, 2006 to Sep 29, 2006",['Production I.G'],24,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Psychological'],Seinen
589,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,7.98,590,2027,"Dec 19, 2001 to Mar 20, 2002",['Studio Deen'],2,"['Drama', 'Romance']","['Historical', 'Samurai']",Shounen
590,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,OVA,7.98,591,3276,"Apr 25, 2008 to Jan 23, 2009",['M.S.C'],7,['Sports'],['None'],Shounen
591,Wan Sheng Jie 2,ONA,7.98,592,6420,"Oct 14, 2020 to Dec 16, 2020",['None'],12,"['Comedy', 'Slice of Life', 'Supernatural']",['Mythology'],None
592,Working!!!,TV,7.98,593,849,"Jul 5, 2015 to Sep 27, 2015",['A-1 Pictures'],13,"['Comedy', 'Romance', 'Slice of Life']",['Workplace'],Seinen
593,Akagami no Shirayuki-hime 2nd Season,TV,7.98,594,593,"Jan 12, 2016 to Mar 29, 2016",['Bones'],12,"['Drama', 'Fantasy', 'Romance']",['None'],Shoujo
594,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Special,7.98,595,4170,"Jun 25, 2008",['Hal Film Maker'],1,"['Comedy', 'Slice of Life']",['Iyashikei'],Shounen
595,Durarara!!x2 Ten,TV,7.98,596,505,"Jul 4, 2015 to Sep 26, 2015",['Shuka'],12,"['Action', 'Mystery', 'Supernatural']",['None'],None
596,Hyouge Mono,TV,7.98,597,3756,"Apr 7, 2011 to Jan 26, 2012",['Bee Train'],39,['None'],"['Adult Cast', 'Historical', 'Samurai', 'Visual Arts']",Seinen
597,Kingdom,TV,7.98,598,1097,"Jun 4, 2012 to Feb 25, 2013",['Studio Pierrot'],38,['Action'],"['Historical', 'Military']",Seinen
598,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,TV,7.98,599,4020,"Apr 2, 2022 to ?",['Sunrise'],13,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",None
599,Azumanga Daioh,TV,7.97,600,645,"Apr 9, 2002 to Oct 1, 2002",['J.C.Staff'],26,"['Comedy', 'Slice of Life']","['CGDCT', 'Gag Humor', 'School']",None
600,Haibane Renmei,TV,7.97,601,794,"Oct 10, 2002 to Dec 19, 2002",['Radix'],13,"['Drama', 'Fantasy', 'Mystery', 'Slice of Life']",['Psychological'],None
601,Hokuto no Ken,TV,7.97,602,1519,"Oct 4, 1984 to Mar 5, 1987",['Toei Animation'],109,"['Action', 'Drama', 'Sci-Fi']",['Martial Arts'],Shounen
602,Kanon (2006),TV,7.97,603,769,"Oct 6, 2006 to Mar 16, 2007",['Kyoto Animation'],24,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",['None'],None
603,Mahou Shoujo Lyrical Nanoha A's,TV,7.97,604,2358,"Oct 2, 2005 to Dec 25, 2005",['Seven Arcs'],13,"['Action', 'Comedy', 'Drama']","['Mahou Shoujo', 'Super Power']",None
604,Naruto,TV,7.97,605,8,"Oct 3, 2002 to Feb 8, 2007",['Studio Pierrot'],220,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen
605,Noragami,TV,7.97,606,21,"Jan 5, 2014 to Mar 23, 2014",['Bones'],12,"['Action', 'Fantasy']",['Mythology'],Shounen
606,One Piece Film: Strong World Episode 0,OVA,7.97,607,2075,Apr 2010,['Toei Animation'],1,"['Adventure', 'Fantasy']",['None'],Shounen
607,Osomatsu-san,TV,7.97,608,1204,"Oct 6, 2015 to Mar 29, 2016",['Studio Pierrot'],25,['Comedy'],"['Gag Humor', 'Parody']",None
608,Phantom: Requiem for the Phantom,TV,7.97,609,612,"Apr 3, 2009 to Sep 25, 2009",['Bee Train'],26,"['Action', 'Drama', 'Suspense']",['Organized Crime'],Seinen
609,Quanzhi Gaoshou 2,ONA,7.97,610,1733,"Sep 25, 2020 to Dec 4, 2020",['Colored Pencil Animation'],12,['Action'],['Video Game'],None
610,Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,7.97,611,1757,"Jun 24, 2009 to Apr 21, 2010",['TMS Entertainment'],13,"['Action', 'Adventure', 'Supernatural']","['Martial Arts', 'Super Power']",Shounen
611,Wan Sheng Jie,ONA,7.97,612,4756,"Apr 1, 2020 to May 27, 2020",['None'],12,"['Comedy', 'Slice of Life', 'Supernatural']",['Mythology'],None
612,Youjo Senki,TV,7.97,613,177,"Jan 6, 2017 to Mar 31, 2017",['Nut'],12,['Action'],"['Isekai', 'Military', 'Reincarnation']",None
613,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special,7.97,614,2107,"May 26, 2017",['MAPPA'],1,['Sports'],['Music'],None
614,Mawaru Penguindrum,TV,7.96,615,699,"Jul 8, 2011 to Dec 23, 2011","[""Brain's Base""]",24,"['Avant Garde', 'Comedy', 'Drama', 'Mystery']",['Psychological'],None
615,Nurarihyon no Mago: Sennen Makyou,TV,7.96,616,1257,"Jul 3, 2011 to Dec 18, 2011",['Studio Deen'],24,"['Action', 'Supernatural']",['Mythology'],Shounen
616,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie,7.96,617,1225,"Oct 30, 2021",['A-1 Pictures'],1,"['Action', 'Adventure', 'Fantasy']",['Video Game'],None
617,Tekkon Kinkreet,Movie,7.96,618,1736,"Dec 23, 2006",['Studio 4°C'],1,"['Action', 'Adventure', 'Supernatural']",['Psychological'],None
618,Boku no Hero Academia 4th Season,TV,7.96,619,58,"Oct 12, 2019 to Apr 4, 2020",['Bones'],25,['Action'],"['School', 'Super Power']",Shounen
619,Dragon Ball,TV,7.96,620,139,"Feb 26, 1986 to Apr 12, 1989",['Toei Animation'],153,"['Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",Shounen
620,Fate/Grand Carnival,OVA,7.96,621,2981,"Dec 31, 2020 to Oct 13, 2021",['Lerche'],4,"['Comedy', 'Fantasy', 'Supernatural']",['None'],None
621,Girls & Panzer: Saishuushou Part 1,Movie,7.96,622,2985,"Dec 9, 2017",['Actas'],1,['None'],"['Military', 'School']",None
622,Haikyuu!! Movie 1: Owari to Hajimari,Movie,7.96,623,1988,"Jul 3, 2015",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
623,Hikaru no Go: Hokuto Hai e no Michi,Special,7.96,624,3982,"Jan 3, 2004",['Studio Pierrot'],1,['None'],['Strategy Game'],Shounen
624,IDOLiSH7 Vibrato,ONA,7.96,625,5045,"Feb 17, 2018 to Mar 7, 2019",['TROYCA'],8,['Drama'],"['Idols (Male)', 'Music']",None
625,Kobato.,TV,7.96,626,1231,"Oct 6, 2009 to Mar 23, 2010",['Madhouse'],24,"['Comedy', 'Drama', 'Fantasy', 'Romance']",['Iyashikei'],None
626,Macross F Movie 2: Sayonara no Tsubasa,Movie,7.96,627,3736,"Feb 26, 2011","['Satelight', '            8bit']",1,"['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",None
627,Macross: Do You Remember Love?,Movie,7.96,628,2887,"Jul 7, 1984","['Artland', '            Tatsunoko Production']",1,"['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",None
628,Boku no Hero Academia,TV,7.95,629,6,"Apr 3, 2016 to Jun 26, 2016",['Bones'],13,['Action'],"['School', 'Super Power']",Shounen
629,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,7.95,630,675,"Jul 16, 2008",['Kyoto Animation'],1,"['Drama', 'Romance', 'Slice of Life']",['School'],None
630,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,7.95,631,1966,"Aug 26, 2017",['SILVER LINK.'],1,"['Action', 'Fantasy']",['None'],None
631,Gochuumon wa Usagi Desu ka? Bloom,TV,7.95,632,2566,"Oct 10, 2020 to Dec 26, 2020",['Encourage Films'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",None
632,Hanamonogatari,TV,7.95,633,466,"Aug 16, 2014",['Shaft'],5,"['Comedy', 'Mystery', 'Supernatural']",['None'],None
633,Kindaichi Shounen no Jikenbo,TV,7.95,634,3694,"Apr 7, 1997 to Sep 11, 2000",['Toei Animation'],148,['Mystery'],['None'],Shounen
634,Kokoro Connect: Michi Random,Special,7.95,635,802,"Nov 19, 2012 to Dec 10, 2012",['SILVER LINK.'],4,"['Drama', 'Romance', 'Supernatural']",['School'],None
635,Kurenai no Buta,Movie,7.95,636,938,"Jul 18, 1992",['Studio Ghibli'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']","['Historical', 'Military']",None
636,Log Horizon,TV,7.95,637,113,"Oct 5, 2013 to Mar 22, 2014",['Satelight'],25,"['Action', 'Adventure', 'Fantasy']","['Adult Cast', 'Video Game']",None
637,Non Non Biyori,TV,7.95,638,476,"Oct 8, 2013 to Dec 24, 2013",['SILVER LINK.'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School']",Seinen
638,Usagi Drop Specials,Special,7.95,639,2257,"Oct 28, 2011 to Jan 27, 2012",['Production I.G'],4,['Slice of Life'],"['Childcare', 'Iyashikei']",Josei
639,Wotaku ni Koi wa Muzukashii,TV,7.95,640,166,"Apr 13, 2018 to Jun 22, 2018",['A-1 Pictures'],11,"['Comedy', 'Romance', 'Slice of Life']","['Adult Cast', 'Otaku Culture', 'Workplace']",None
640,xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,7.95,641,2352,"Aug 20, 2005",['Production I.G'],1,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Psychological'],Seinen
641,Yowamushi Pedal,TV,7.95,642,924,"Oct 8, 2013 to Jul 1, 2014",['TMS Entertainment'],38,"['Comedy', 'Drama', 'Sports']",['None'],Shounen
642,Mobile Suit Gundam 0080: War in the Pocket,OVA,7.94,643,2611,"Mar 25, 1989 to Aug 25, 1989",['Sunrise'],6,"['Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
643,Mobile Suit Gundam Thunderbolt,ONA,7.94,644,2710,"Dec 25, 2015 to Apr 22, 2016",['Sunrise'],4,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
644,Nekomonogatari: Kuro,TV,7.94,645,355,"Dec 31, 2012",['Shaft'],4,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",['None'],None
645,Tamako Love Story,Movie,7.94,646,560,"Apr 26, 2014",['Kyoto Animation'],1,"['Comedy', 'Romance', 'Slice of Life']",['None'],None
646,Trigun: Badlands Rumble,Movie,7.94,647,1450,"Apr 2, 2010",['Madhouse'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],Shounen
647,Zetsuen no Tempest,TV,7.94,648,321,"Oct 5, 2012 to Mar 29, 2013",['Bones'],24,"['Action', 'Drama', 'Fantasy', 'Mystery']",['Psychological'],Shounen
648,Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,7.94,649,837,"Oct 5, 2019 to Mar 21, 2020",['CloverWorks'],21,"['Action', 'Fantasy', 'Supernatural']",['Isekai'],None
649,Full Metal Panic! The Second Raid,TV,7.94,650,796,"Jul 14, 2005 to Oct 20, 2005",['Kyoto Animation'],13,['Action'],"['Mecha', 'Military']",None
650,Full Moon wo Sagashite,TV,7.94,651,1724,"Apr 6, 2002 to Mar 29, 2003",['Studio Deen'],52,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['Music'],Shoujo
651,Kimi to Boku. 2,TV,7.94,652,1971,"Apr 3, 2012 to Jun 26, 2012",['J.C.Staff'],13,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Iyashikei', 'School']",Shounen
652,Kuuchuu Buranko,TV,7.94,653,1941,"Oct 15, 2009 to Dec 24, 2009",['Toei Animation'],11,"['Comedy', 'Drama']","['Medical', 'Psychological']",Seinen
653,Bishoujo Senshi Sailor Moon: Sailor Stars,TV,7.93,654,1720,"Mar 9, 1996 to Feb 8, 1997",['Toei Animation'],34,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo
654,Bungou Stray Dogs Wan!,TV,7.93,655,1912,"Jan 13, 2021 to Mar 31, 2021","['Bones', '            Nomad']",12,"['Comedy', 'Slice of Life', 'Supernatural']",['None'],None
655,Darker than Black: Kuro no Keiyakusha Gaiden,Special,7.93,656,807,"Jan 27, 2010 to Jul 21, 2010",['Bones'],4,"['Action', 'Mystery', 'Sci-Fi']",['Super Power'],None
656,Douluo Dalu: Chongfan Haotian,ONA,7.93,657,8352,"Aug 21, 2021 to Nov 13, 2021",['Sparkly Key Animation Studio'],13,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Historical', 'Martial Arts']",None
657,Final Fantasy VII: Advent Children Complete,OVA,7.93,658,1446,"Apr 16, 2009",['Square Enix'],1,"['Action', 'Fantasy']",['Super Power'],None
658,Hidamari Sketch x Honeycomb,TV,7.93,659,4046,"Oct 5, 2012 to Dec 21, 2012",['Shaft'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",Seinen
659,Kidou Keisatsu Patlabor 2 the Movie,Movie,7.93,660,3428,"Aug 7, 1993",['Production I.G'],1,"['Drama', 'Mystery', 'Sci-Fi']","['Detective', 'Mecha', 'Military']",None
660,Kotonoha no Niwa,Movie,7.93,661,189,"May 31, 2013",['CoMix Wave Films'],1,"['Drama', 'Romance', 'Slice of Life']",['Visual Arts'],None
661,Love Live! The School Idol Movie,Movie,7.93,662,1489,"Jun 13, 2015",['Sunrise'],1,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",None
662,Mobile Suit Gundam Thunderbolt: December Sky,Movie,7.93,663,4263,"Jun 25, 2016",['Sunrise'],1,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
663,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,7.93,664,4130,"Feb 4, 2013",['Tatsunoko Production'],1,['Comedy'],['School'],Shounen
664,Takarajima,TV,7.93,665,4460,"Oct 8, 1978 to Apr 1, 1979","['Madhouse', '            TMS Entertainment']",26,"['Adventure', 'Drama', 'Mystery']",['Historical'],None
665,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,7.93,666,1821,"Oct 5, 2005 to Mar 29, 2006",['Madhouse'],26,['Suspense'],"['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Strategy Game']",Seinen
666,Umibe no Étranger,Movie,7.93,667,1449,"Sep 11, 2020",['Studio Hibari'],1,"['Boys Love', 'Romance', 'Slice of Life']",['None'],None
667,Wotaku ni Koi wa Muzukashii OVA,OVA,7.93,668,1191,"Mar 29, 2019 to Oct 14, 2021","['A-1 Pictures', '            Lapin Track']",3,"['Comedy', 'Romance', 'Slice of Life', 'Sports']","['Adult Cast', 'Otaku Culture', 'Team Sports', 'Workplace']",None
668,Yakitate!! Japan,TV,7.93,669,1854,"Oct 12, 2004 to Mar 14, 2006",['Sunrise'],69,"['Comedy', 'Gourmet']",['None'],Shounen
669,Yuru Yuri San☆Hai!,TV,7.93,670,1556,"Oct 6, 2015 to Dec 22, 2015",['TYO Animations'],12,"['Comedy', 'Girls Love', 'Slice of Life']","['CGDCT', 'Gag Humor', 'School']",None
670,One Piece Film: Gold,Movie,7.92,671,1157,"Jul 23, 2016",['Toei Animation'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
671,Ore Monogatari!!,TV,7.92,672,284,"Apr 9, 2015 to Sep 24, 2015",['Madhouse'],24,"['Comedy', 'Romance']",['None'],Shoujo
672,Overlord,TV,7.92,673,72,"Jul 7, 2015 to Sep 29, 2015",['Madhouse'],13,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']",None
673,Overlord III,TV,7.92,674,201,"Jul 10, 2018 to Oct 2, 2018",['Madhouse'],13,"['Action', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']",None
674,Plastic Memories,TV,7.92,675,158,"Apr 5, 2015 to Jun 28, 2015",['Doga Kobo'],13,"['Drama', 'Romance', 'Sci-Fi']",['None'],None
675,Quanzhi Gaoshou,ONA,7.92,676,563,"Apr 7, 2017 to Jun 16, 2017",['B.CMAY PICTURES'],12,['Action'],['Video Game'],None
676,Tonikaku Kawaii,TV,7.92,677,301,"Oct 3, 2020 to Dec 19, 2020",['Seven Arcs'],12,"['Comedy', 'Romance']",['None'],Shounen
677,Cike Wu Liuqi,ONA,7.92,678,2340,"Apr 25, 2018 to Jun 20, 2018",['None'],10,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']","['Martial Arts', 'Super Power']",None
678,City Hunter,TV,7.92,679,2214,"Apr 6, 1987 to Mar 28, 1988",['Sunrise'],51,"['Action', 'Comedy', 'Mystery']",['None'],Shounen
679,Code Geass: Fukkatsu no Lelouch,Movie,7.92,680,708,"Feb 9, 2019",['Sunrise'],1,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Super Power']",None
680,Eyeshield 21,TV,7.92,681,1147,"Apr 6, 2005 to Mar 19, 2008",['Gallop'],145,['Sports'],['Team Sports'],Shounen
681,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Movie,7.92,682,2572,"Jul 30, 2021",['CloverWorks'],1,"['Action', 'Fantasy', 'Supernatural']",['Isekai'],None
682,Hanasaku Iroha,TV,7.92,683,616,"Apr 3, 2011 to Sep 25, 2011",['P.A. Works'],26,"['Comedy', 'Drama', 'Slice of Life']",['Workplace'],None
683,JoJo no Kimyou na Bouken (TV),TV,7.92,684,65,"Oct 6, 2012 to Apr 6, 2013",['David Production'],26,"['Action', 'Adventure', 'Supernatural']",['Vampire'],Shounen
684,Kaleido Star,TV,7.92,685,2030,"Apr 3, 2003 to Mar 27, 2004","['Gonzo', '            G&G Entertainment']",51,"['Comedy', 'Drama', 'Fantasy']",['Performing Arts'],Shoujo
685,Macross,TV,7.92,686,1775,"Oct 3, 1982 to Jun 26, 1983",['Tatsunoko Production'],36,"['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",None
686,Aria the Avvenire,Special,7.91,687,3813,"Sep 26, 2015",['TYO Animations'],3,"['Fantasy', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],Shounen
687,Bungou Stray Dogs: Dead Apple,Movie,7.91,688,907,"Mar 3, 2018",['Bones'],1,"['Action', 'Comedy', 'Mystery', 'Supernatural']",['Super Power'],None
688,Detective Conan OVA 09: The Stranger in 10 Years...,OVA,7.91,689,4221,"Jun 17, 2009",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
689,Drifters,TV,7.91,690,359,"Oct 7, 2016 to Dec 23, 2016",['Hoods Drifters Studio'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Historical', 'Isekai', 'Samurai']",Seinen
690,ef: A Tale of Memories.,TV,7.91,691,810,"Oct 7, 2007 to Dec 23, 2007",['Shaft'],12,"['Drama', 'Mystery', 'Romance']",['None'],None
691,Ergo Proxy,TV,7.91,692,304,"Feb 25, 2006 to Aug 12, 2006",['Manglobe'],23,"['Mystery', 'Sci-Fi']",['Psychological'],None
692,Hidamari Sketch x ☆☆☆,TV,7.91,693,3739,"Jan 8, 2010 to Mar 26, 2010",['Shaft'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",Seinen
693,Ie Naki Ko Remy,TV,7.91,694,4347,"Sep 1, 1996 to Mar 23, 1997",['Nippon Animation'],23,"['Adventure', 'Drama', 'Slice of Life']",['Historical'],None
694,Jormungand: Perfect Order,TV,7.91,695,1108,"Oct 10, 2012 to Dec 26, 2012",['White Fox'],12,"['Action', 'Adventure']",['Organized Crime'],Seinen
695,Kono Oto Tomare!,TV,7.91,696,824,"Apr 7, 2019 to Jun 30, 2019",['Platinum Vision'],13,"['Drama', 'Romance']","['Music', 'Performing Arts', 'School']",Shounen
696,Lupin III (2015),TV,7.91,697,2336,"Oct 2, 2015 to Mar 18, 2016",['Telecom Animation Film'],24,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],Seinen
697,Ookiku Furikabutte,TV,7.91,698,1805,"Apr 13, 2007 to Sep 28, 2007",['A-1 Pictures'],25,"['Comedy', 'Sports']",['Team Sports'],Seinen
698,Princess Connect! Re:Dive Season 2,TV,7.91,699,1862,"Jan 11, 2022 to Mar 29, 2022",['CygamesPictures'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['None'],None
699,Sakigake!! Cromartie Koukou,TV,7.91,700,1433,"Oct 3, 2003 to Mar 26, 2004",['Production I.G'],26,['Comedy'],"['Delinquents', 'Gag Humor', 'School']",Shounen
700,Shirokuma Cafe,TV,7.91,701,1917,"Apr 5, 2012 to Mar 28, 2013",['Studio Pierrot'],50,"['Comedy', 'Slice of Life']","['Anthropomorphic', 'Gag Humor', 'Iyashikei', 'Workplace']",Josei
701,Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA,7.91,702,2855,"Mar 24, 2006 to Mar 23, 2007",['M.S.C'],13,['Sports'],['None'],Shounen
702,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA,7.91,703,3219,"Jun 22, 2007 to Jan 25, 2008",['M.S.C'],6,['Sports'],['None'],Shounen
703,Ushio to Tora (TV) 2nd Season,TV,7.91,704,1473,"Apr 1, 2016 to Jun 24, 2016","['MAPPA', '            Studio VOLN']",13,"['Action', 'Adventure', 'Comedy', 'Supernatural']",['Mythology'],Shounen
704,Vanitas no Karte,TV,7.91,705,499,"Jul 3, 2021 to Sep 18, 2021",['Bones'],12,['Supernatural'],"['Historical', 'Vampire']",Shounen
705,Yagate Kimi ni Naru,TV,7.91,706,692,"Oct 5, 2018 to Dec 28, 2018",['TROYCA'],13,"['Drama', 'Girls Love', 'Romance']",['School'],None
706,Yuri!!! on Ice,TV,7.91,707,174,"Oct 6, 2016 to Dec 22, 2016",['MAPPA'],12,['Sports'],['None'],None
707,Zoku Sayonara Zetsubou Sensei,TV,7.91,708,1459,"Jan 6, 2008 to Mar 30, 2008",['Shaft'],13,['Comedy'],"['Gag Humor', 'Parody', 'School']",Shounen
708,Saiunkoku Monogatari,TV,7.90,709,1871,"Apr 8, 2006 to Feb 24, 2007",['Madhouse'],39,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Reverse Harem']",None
709,School Rumble,TV,7.90,710,618,"Oct 5, 2004 to Mar 29, 2005",['Studio Comet'],26,"['Comedy', 'Romance']","['Gag Humor', 'Love Polygon', 'School']",Shounen
710,Shijou Saikyou no Deshi Kenichi OVA,OVA,7.90,711,2553,"Mar 14, 2012 to May 16, 2014","[""Brain's Base""]",11,"['Action', 'Comedy']","['Martial Arts', 'School']",Shounen
711,Summer Ghost,Movie,7.90,712,3117,"Nov 12, 2021",['Flat Studio'],1,['Supernatural'],['None'],None
712,Terra e... (TV),TV,7.90,713,2446,"Apr 7, 2007 to Sep 22, 2007","['Tokyo Kids', '            Minami Machi Bugyousho']",24,"['Action', 'Drama', 'Sci-Fi']","['Military', 'Space']",Shounen
713,Date A Live II: Kurumi Star Festival,OVA,7.90,714,1196,"Dec 8, 2014",['Production IMS'],1,"['Romance', 'Slice of Life']",['None'],None
714,Death Billiards,Movie,7.90,715,884,"Mar 2, 2013",['Madhouse'],1,"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",None
715,Free! Eternal Summer: Kindan no All Hard!,Special,7.90,716,1897,"Mar 18, 2015",['Kyoto Animation'],1,"['Comedy', 'Slice of Life']",['School'],None
716,Gake no Ue no Ponyo,Movie,7.90,717,372,"Jul 19, 2008",['Studio Ghibli'],1,"['Adventure', 'Fantasy']",['None'],None
717,Gakuen Babysitters,TV,7.90,718,712,"Jan 7, 2018 to Mar 25, 2018","[""Brain's Base""]",12,"['Comedy', 'Slice of Life']","['Childcare', 'Iyashikei', 'School']",Shoujo
718,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,7.90,719,3203,"Feb 6, 1988",['Kitty Film Mitaka Studio'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",None
719,Ginga Sengoku Gunyuuden Rai,TV,7.90,720,4856,"Apr 8, 1994 to Mar 31, 1995",['E&G Films'],52,"['Adventure', 'Romance', 'Sci-Fi']",['Space'],Shounen
