Game ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Single Player/ Multi Player,Download Size,Viewership (Thousands),Online/Offline,In game purchase,Price,Countries,In game voice/chat
4784GZ,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19,62,19,8.3,7,Warthog,M,Multi Player,1076,21,Offline,Yes,44,19,No
3708TF,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19,74,30,7.9,21,Crystal Dynamics,M,Multi Player,27609,201,Online,No,68,29,Yes
7751SP,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,66,17,8.4,30,Zono Inc.,T,Single Player,1245,52,Offline,No,63,13,No
4531ZW,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19,79,23,8.9,13,Next Level Games,E,Single Player,22774,14,Online,No,67,23,No
2282FX,Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0,0.01,0.19,71,26,7.4,7,Radical Entertainment,T,Multi Player,1095,82,Online,No,61,14,Yes
7180PF,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19,59,18,5.6,5,Cinemaware,T,Multi Player,1890,61,Offline,Yes,41,10,No
9651WR,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0,0.02,0.19,79,50,9.1,21,Irem,E,Single Player,6790,39,Online,Yes,45,26,No
6581XN,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,69,14,7.5,4,Electronic Arts,E,Single Player,4614,31,Online,No,70,24,No
3231FT,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19,77,16,8.5,17,Sony Online Entertainment,T,Single Player,537,53,Offline,No,63,12,No
2850RC,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,73,43,8.6,17,Double Helix Games,T,Single Player,16022,96,Offline,No,63,24,No
5170NF,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,72,27,8.9,47,Eurocom Entertainment Software,T,Single Player,2594,89,Offline,Yes,49,24,No
7397TM,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,72,48,7.8,41,SCE Japan Studio,M,Multi Player,5229,12,Online,No,62,11,Yes
6286CX,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,T,Multi Player,455,60,Offline,Yes,47,30,No
4393MY,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18,75,5,7.5,4,Backbone Emeryville,E,Multi Player,20553,66,Online,No,69,5,Yes
4586XT,EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,73,34,8,5,SCEE,E,Multi Player,175,48,Online,Yes,49,10,Yes
8345RV,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0,0,0.18,47,7,,,Warthog,E,Multi Player,390,3,Offline,No,60,3,No
6549YU,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,85,21,6.5,31,EA Black Box,E,Single Player,21439,25,Offline,Yes,45,23,No
9027TX,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,71,31,8.2,11,High Voltage Software,E,Single Player,19920,52,Offline,Yes,47,26,No
3178VT,The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0,0,0.17,61,17,7.3,8,Inevitable Entertainment,E,Multi Player,180,40,Online,Yes,41,1,Yes
2465UM,Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,82,35,8.7,15,Swingin' Ape,T,Multi Player,29136,40,Online,Yes,49,19,No
9442XP,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,69,22,6.3,7,Argonaut Games,M,Single Player,11725,33,Online,No,68,30,No
8021TW,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17,68,21,8.7,14,Jaleco Entertainment,T,Multi Player,568,9,Online,No,60,29,Yes
9781MK,RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17,71,27,7.9,11,Terminal Reality,M,Multi Player,15321,521,Offline,Yes,44,19,No
3408PO,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0,0,0.17,64,6,5,4,Warthog,E,Single Player,199,56,Online,Yes,40,4,No
3125WP,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.13,0.04,0,0.01,0.17,72,26,8.6,5,High Voltage Software,M,Single Player,22845,402,Online,No,70,24,No
6028KJ,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0,0.01,0.17,57,27,9.2,5,Point of View,M,Multi Player,1415,138,Online,No,61,17,Yes
7752OW,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0,0,0.17,73,17,8.3,11,Griptonite Games,T,Single Player,10851,2,Offline,No,69,9,No
9333PU,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0,0.01,0.17,67,21,6.3,11,VIS Entertainment,M,Single Player,18274,1117,Online,No,68,16,No
5859JF,Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0,0,0.17,65,28,7.6,13,Arika,E,Single Player,257,30,Online,No,67,1,No
8546WG,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0,0.01,0.17,50,15,5,7,Paradox Development,M,Multi Player,12301,1751,Online,Yes,48,12,No
2342UW,Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0,0,0.17,72,11,8.2,5,Midway,T,Single Player,140,38,Offline,Yes,43,7,No
8962FP,ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0,0.02,0.16,83,14,8.5,8,Visual Concepts,E,Single Player,27735,21,Online,No,67,11,No
7774GB,Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0,0.02,0.16,69,25,8.9,28,Eden Studios,T,Single Player,28594,65,Online,Yes,49,22,No
7547WJ,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0,0.02,0.16,73,26,,,"Asmik Ace Entertainment, Inc",T,Multi Player,1205,70,Online,Yes,50,26,No
7183PO,Hot Wheels World Race,GC,2003,Racing,THQ,0.13,0.03,0,0,0.16,59,5,7,5,Climax Group,E,Single Player,1778,66,Offline,Yes,40,8,No
7819BC,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16,81,40,9.2,100,Tecmo,M,Multi Player,16871,389,Offline,Yes,46,29,No
5639JN,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0,0.01,0.16,75,18,8.8,18,Omega Force,T,Multi Player,16289,500,Online,Yes,47,30,Yes
8265OO,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0.06,0,0.02,0.16,83,23,9,12,Shaba Games,E,Single Player,4662,65,Online,Yes,44,13,No
7656CR,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0,0,0.16,77,31,8.5,18,Suzak,E,Single Player,1902,44,Offline,No,67,7,No
4293NW,Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.16,89,16,7.8,6,EA Sports,E,Single Player,21248,19,Online,Yes,47,8,No
7953OS,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0,0.02,0.16,66,22,6.8,6,Warthog,T,Single Player,23094,23,Offline,No,63,10,No
5957RS,Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.11,0.04,0,0,0.15,63,5,,,Dimps Corporation,E,Multi Player,27868,117,Online,Yes,49,6,Yes
7359WG,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,64,23,8.3,63,Kuju Entertainment,M,Single Player,22815,57,Offline,No,61,18,No
8072ST,Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15,89,24,8.5,18,Criterion Games,E,Multi Player,1197,11,Online,No,68,6,Yes
7428SV,NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.15,89,16,7.5,6,EA Sports,E,Multi Player,16119,29,Offline,No,65,2,No
6347GE,Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15,61,4,,,Konami,E,Single Player,303,30,Offline,Yes,42,1,No
6776TG,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15,75,25,8.8,5,Ubisoft Montreal,T,Multi Player,24293,315,Offline,Yes,44,2,No
2220VV,World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0,0.01,0.15,89,22,8.6,14,Blue Shift,E,Single Player,7333,24,Offline,Yes,45,13,No
1877EF,Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15,62,11,,,Razorworks Studios,E,Single Player,1368,51,Offline,No,69,19,No
7708GO,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15,35,15,5,23,Black Ops Entertainment,M,Single Player,20124,10,Offline,No,63,18,No
2365VH,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15,80,19,7.2,12,Netherock Ltd.,T,Multi Player,12148,12,Online,No,63,6,Yes
6487FB,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15,59,15,5.4,17,Red Storm Entertainment,M,Single Player,7782,29,Online,Yes,40,8,No
2551OC,Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.15,83,31,9.6,16,KCEJ,E,Multi Player,1045,50,Offline,No,63,4,No
4980HL,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0,0.01,0.14,66,42,7.3,28,Rare Ltd.,E,Multi Player,16374,148,Offline,Yes,45,30,No
3914BL,Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0,0,0.14,83,21,7.8,8,Ubisoft,E,Multi Player,405,38,Online,No,64,7,No
6116CX,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01,0.14,35,24,2,10,Black Ops Entertainment,T,Single Player,8261,1527,Offline,No,66,20,No
9359LW,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0,0,0.14,79,22,8.8,12,Eurocom Entertainment Software,T,Single Player,5342,457,Offline,No,61,4,No
4418LK,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0,0.02,0.14,93,33,9,1497,BioWare,T,Single Player,1124,59,Online,Yes,40,10,No
7070XE,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0,0.14,51,28,4.1,22,Capcom,M,Single Player,28012,229,Offline,Yes,40,8,No
7621WN,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.14,68,17,9.1,7,Acclaim,E,Single Player,28349,39,Online,Yes,50,2,No
5092KI,Apex,XB,2003,Racing,Atari,0.1,0.03,0,0,0.14,74,26,9.1,7,Milestone S.r.l,E,Multi Player,1894,54,Offline,Yes,45,1,No
5057EX,Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0,0.14,79,31,8.5,22,LucasArts,T,Single Player,1228,65,Online,Yes,43,8,No
8584NW,Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0,0,0.13,57,22,,,Midway,T,Multi Player,794,76,Offline,Yes,46,2,No
5598IK,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13,66,6,8.1,9,JV Games Inc.,T,Single Player,18003,21,Offline,Yes,44,7,No
3404XM,Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0,0,0.13,63,24,,,Bits Studios,M,Multi Player,21912,268,Online,No,60,9,Yes
7239WU,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13,67,27,6.8,4,Paradigm Entertainment,T,Single Player,228,134,Offline,No,66,4,No
5707KB,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13,62,8,8.3,12,Atari,E,Single Player,823,80,Online,No,64,2,No
7869MT,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13,83,17,5.5,8,Io Interactive,M,Single Player,3711,473,Offline,Yes,48,5,No
4934UL,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,3.7,6,Light Weight,T,Multi Player,11707,143,Online,No,65,16,Yes
2319BL,Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13,78,13,,,Shin'en,E,Single Player,20134,65,Offline,Yes,42,2,No
6815TR,Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,66,32,8.7,15,Crystal Dynamics,T,Single Player,430,36,Offline,No,66,14,No
9405LC,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,62,26,7,9,Outrage Games,T,Single Player,18815,41,Online,No,63,23,No
5118LP,Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,E,Multi Player,13381,16,Online,Yes,47,2,Yes
5635RD,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,Acclaim,E,Single Player,24349,73,Online,No,61,9,No
2580CW,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13,83,15,7.8,12,Io Interactive,T,Single Player,8996,29,Online,Yes,40,9,No
8711PG,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,79,41,7.2,15,Planet Moon Studios,T,Multi Player,24513,49,Offline,No,63,4,No
6475DK,Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12,75,10,,,Tantalus Interactive,E,Single Player,1453,93,Offline,Yes,42,1,No
3502WM,Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0,0.02,0.12,70,31,7.8,22,Team 17,T,Single Player,1719,74,Online,Yes,50,20,No
3936GL,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0,0,0.12,74,20,5.8,11,Outrage Games,M,Single Player,15679,70,Online,No,69,6,No
6709KM,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12,73,38,8.4,22,Beep Industries,T,Single Player,53,8,Online,No,65,2,No
9681MD,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0,0,0.12,63,14,,,Visual Impact,E,Single Player,29169,112,Online,No,64,4,No
3737LO,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0,0,0.12,62,21,6.6,8,GenePool,T,Single Player,206,35,Online,No,70,1,No
6074MK,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02,0.12,69,20,,,Codemasters,E,Single Player,1684,43,Offline,Yes,48,19,No
2919DG,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,0.12,65,19,5.8,8,Acclaim Studios Manchester,M,Single Player,4066,1420,Online,Yes,42,19,No
8296KM,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12,65,33,6.9,7,Capcom,T,Multi Player,8046,298,Offline,No,61,15,No
5337GZ,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0,0,0.12,76,18,7.6,5,Toys for Bob,E,Single Player,29941,14,Online,Yes,46,2,No
1403WC,Nightshade,PS2,2003,Action,Sega,0.06,0.04,0,0.01,0.12,68,39,7.7,20,Wow Entertainment,M,Single Player,15264,419,Online,Yes,41,26,No
9726ML,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.09,0.03,0,0,0.12,73,26,8.4,14,Eurocom Entertainment Software,T,Single Player,22883,319,Offline,Yes,47,3,No
8307ZN,Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0,0,0.12,79,21,9.1,11,Eurocom Entertainment Software,T,Single Player,13251,362,Online,No,65,4,No
2554CD,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11,67,15,9,5,Creat Studios,E,Single Player,872,86,Offline,No,64,29,No
5808LG,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11,81,19,7.7,19,Career Soft,T,Single Player,735,48,Offline,Yes,44,25,No
4749NA,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0,0,0.11,54,25,8.3,8,Capcom,E,Single Player,378,17,Online,No,66,6,No
4841DS,Batman: Dark Tomorrow,XB,2003,Action,Kemco,0.08,0.02,0,0,0.11,25,13,3.6,18,HotGen,T,Single Player,6747,306,Online,Yes,42,8,No
9660GX,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0,0,0.11,67,17,7.7,6,Ubisoft Montreal,T,Multi Player,25196,234,Online,No,61,5,Yes
9876AO,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0,0,0.11,88,25,8.4,24,Kush Games,E,Single Player,22329,22,Offline,No,69,8,No
8760SI,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0,0,0.11,76,15,8.3,7,Toys for Bob,E,Single Player,15870,23,Online,Yes,45,4,No
2907XA,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11,67,17,8.9,23,Micro Cabin,T,Single Player,1175,145,Online,Yes,45,21,No
9759OR,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11,71,31,8.6,17,SNK Playmore,T,Single Player,15249,1720,Offline,Yes,48,27,No
9369IM,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0,0.11,65,39,8.8,20,Microsoft Game Studios,E,Single Player,28312,41,Online,No,65,7,No
7717AH,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11,78,18,9.1,13,Koei,T,Single Player,290,72,Online,No,69,18,No
2384RJ,Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,0.08,0.02,0,0,0.11,56,6,,,Magenta Software,E,Multi Player,171,7,Offline,Yes,49,8,No
6156MI,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,64,27,8.2,11,Warthog,M,Single Player,3644,2,Online,Yes,40,5,No
5025HJ,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0,0,0.11,62,9,7.8,11,Full-Fat,E,Single Player,1297,101,Online,Yes,47,3,No
7019JJ,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,66,14,7.3,4,DreamFactory,T,Single Player,19786,391,Offline,No,64,6,No
4810IY,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1,70,21,8.5,10,Acclaim,T,Single Player,129,21,Online,No,60,6,No
2630JM,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1,70,15,7.7,15,Electronic Arts,E,Single Player,1514,63,Offline,No,67,21,No
2821JJ,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0,0,0.1,83,30,9.3,19,Swingin' Ape,T,Multi Player,5421,11,Online,Yes,40,1,Yes
3540YA,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0,0,0.1,78,15,9.3,23,Magic Pockets,T,Single Player,590,53,Online,No,63,7,No
7502MW,Syberia,XB,2003,Action,Microids,0.08,0.02,0,0,0.1,72,17,7,5,Microids,T,Single Player,23516,236,Online,No,66,7,No
7673JL,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,72,28,7.5,14,Taito Corporation,T,Single Player,25785,261,Offline,No,61,22,No
7757AD,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,80,26,8.7,13,Capcom,T,Multi Player,8767,965,Offline,No,69,5,No
6979WY,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1,66,20,,,Midway Studios - San Diego,T,Single Player,1550,78,Online,Yes,46,25,No
9984LW,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1,85,18,8.4,7,EA Sports,E,Single Player,3928,12,Online,Yes,44,2,No
3336DO,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0,0,0.1,77,21,8.6,8,Ubisoft Montreal,T,Single Player,12176,387,Online,Yes,43,2,No
6141YC,MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0,0,0.1,87,23,8.5,14,Climax Group,E,Multi Player,318,66,Online,Yes,50,3,Yes
9831WG,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0,0.01,0.09,61,13,7.8,6,Climax Group,E,Single Player,1916,20,Online,No,61,16,No
8374OO,MLB SlugFest 20-04,XB,2003,Sports,Midway Games,0.07,0.02,0,0,0.09,76,16,,,Midway,E,Multi Player,18432,24,Online,No,63,9,Yes
1361CV,Ribbit King,PS2,2003,Sports,Atari,0.05,0.04,0,0.01,0.09,58,10,6.5,4,Bandai,E,Single Player,7042,65,Online,Yes,48,23,No
3918GQ,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,59,25,8.6,43,Eighting,M,Single Player,14028,183,Online,No,67,13,No
3275ON,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0,0,0.09,77,18,7.6,8,Argonaut Games,T,Single Player,59,41,Offline,No,67,9,No
7104VB,Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,73,25,8.3,26,Media Vision,T,Single Player,210,14,Online,No,60,26,No
4132QE,Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0,0.01,0.09,69,44,8.7,22,SCE Studio Cambridge,T,Single Player,8049,1634,Offline,No,66,28,No
6299NX,Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0,0,0.09,85,37,8.6,18,Hitmaker,E,Multi Player,1674,347,Online,Yes,43,3,No
6945BI,Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0,0.01,0.09,67,25,8.3,17,Deibus Studios,T,Multi Player,1435,78,Online,No,64,16,Yes
5431EL,Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0,0,0.09,85,52,8.5,42,Treasure,E,Single Player,27793,29,Online,Yes,45,8,No
1879XP,R: Racing Evolution,XB,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.09,67,29,,,Namco,T,Single Player,1764,17,Online,Yes,47,2,No
7610IL,Top Gear Rally,GBA,2003,Racing,Kemco,0.06,0.02,0,0,0.09,78,12,7.6,5,Tantalus Interactive,E,Multi Player,1484,75,Online,No,68,5,Yes
8310LZ,XIII,GC,2003,Shooter,Ubisoft,0.07,0.02,0,0,0.09,73,27,7.7,20,Ubisoft Paris,M,Single Player,26294,47,Offline,No,70,5,No
7253PC,Sega GT Online,XB,2003,Racing,Sega,0.06,0.02,0,0,0.08,72,32,9.2,5,Wow Entertainment,T,Single Player,377,69,Offline,No,63,1,No
9471LP,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0,0,0.08,64,21,8.7,7,Capcom,T,Single Player,1506,117,Offline,No,66,2,No
4871CI,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08,64,19,7.7,21,Zono Inc.,T,Single Player,1092,8,Offline,Yes,48,6,No
9384PW,RTX Red Rock,PS2,2003,Shooter,LucasArts,0.04,0.03,0,0.01,0.08,49,23,5,4,LucasArts,T,Multi Player,16632,29,Offline,Yes,41,14,No
5788LV,Shining Soul II,GBA,2003,Role-Playing,THQ,0.06,0.02,0,0,0.08,74,18,8.3,9,Grasshopper Manufacture,E,Multi Player,1036,16,Offline,No,65,9,No
7981IN,The Italian Job,XB,2003,Racing,Eidos Interactive,0.06,0.02,0,0,0.08,54,22,5.8,5,Climax Group,T,Single Player,1596,132,Offline,No,66,8,No
3895VQ,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0,0,0.08,63,5,8.2,6,Eutechnyx,T,Single Player,870,53,Online,No,63,2,No
8481NJ,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08,62,11,8.3,6,Warthog,E,Multi Player,19115,1444,Online,No,66,8,Yes
6990KE,High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.06,0.02,0,0,0.08,83,14,8.4,8,3DO,E,Multi Player,25038,61,Offline,No,66,1,No
3500QV,Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,0.06,0.02,0,0,0.08,70,22,,,Jaleco Entertainment,T,Multi Player,694,73,Offline,No,65,9,No
8215JY,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0,0.08,66,7,7.3,8,Atari,E,Multi Player,14757,441,Offline,Yes,41,1,No
7908EM,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0,0,0.08,29,14,3.2,19,Kemco,T,Single Player,3481,88,Online,No,69,6,No
8806VW,Battlestar Galactica,XB,2003,Shooter,Vivendi Games,0.06,0.02,0,0,0.08,63,25,,,Warthog,T,Single Player,9010,14,Offline,No,62,2,No
4554YB,RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0,0,0.08,68,23,7.4,5,Terminal Reality,M,Multi Player,5055,1232,Online,Yes,40,8,Yes
7738MU,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,71,24,8.2,13,Sonic Team,T,Single Player,905,65,Offline,Yes,41,6,No
6377WN,WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0,0,0.08,55,14,7,5,Pacific Coast Power & Light,T,Single Player,1943,72,Online,Yes,49,3,No
5594BZ,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0,0,0.08,62,14,8.3,44,Capcom,M,Single Player,8096,870,Offline,No,62,1,No
9109UL,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,80,14,9.2,5,Acclaim,E,Single Player,10266,20,Online,Yes,44,9,No
7389NE,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08,67,35,,,Namco,T,Single Player,829,19,Online,Yes,43,5,No
