,rank,name,networth,age,country,source,industry
1013,1012,Neal Blue & family ,$3 B,87,United States,defense,Manufacturing 
1014,1012,Eva Maria Bucher-Haefner ,$3 B,65,Switzerland,"software, investments",Technology 
1015,1012,Chang Kuo-Hua ,$3 B,67,Taiwan,"shipping, airlines",Logistics 
1016,1012,Todd Christopher ,$3 B,59,United States,hair care products,Fashion & Retail 
1017,1012,Euisun Chung ,$3 B,51,South Korea,Hyundai,Logistics 
1018,1012,Bernard Ecclestone & family ,$3 B,91,United Kingdom,Formula One,Sports 
1019,1012,Michael Federmann & family ,$3 B,78,Israel,"defense, hotels",Technology 
1020,1012,Gudrun Heine ,$3 B,67,Germany,medical devices,Healthcare 
1021,1012,Heidi Horten ,$3 B,81,Austria,retail,Fashion & Retail 
1022,1012,Dawen Huang ,$3 B,61,Hong Kong,silicon,Manufacturing 
1023,1012,Sheldon Lavin ,$3 B,89,United States,meat processing,Food & Beverage 
1024,1012,Li Min ,$3 B,56,China,semiconductor,Technology 
1025,1012,Liang Yunchao ,$3 B,53,China,nutritional supplements,Food & Beverage 
1026,1012,Joseph Liemandt ,$3 B,53,United States,software,Technology 
1027,1012,Strive Masiyiwa ,$3 B,61,Zimbabwe,telecom,Telecom 
1028,1012,Masahiro Miki ,$3 B,66,Japan,shoes,Fashion & Retail 
1029,1012,Pan Laican ,$3 B,64,China,soy sauce,Food & Beverage 
1030,1012,Karsanbhai Patel ,$3 B,78,India,consumer goods,Diversified 
1031,1012,Arvind Poddar ,$3 B,64,India,tires,Automotive 
1032,1012,Remo Ruffini ,$3 B,60,Italy,winter jackets,Fashion & Retail 
1033,1012,Eddy Kusnadi Sariaatmadja ,$3 B,68,Indonesia,"media, tech",Media & Entertainment 
1034,1012,Sybill Storz ,$3 B,84,Germany,medical devices,Healthcare 
1035,1012,Lawrence Stroll ,$3 B,62,Canada,fashion investments,Fashion & Retail 
1036,1012,Wijono & Hermanto Tanoko ,$3 B,64,Indonesia,paints,Manufacturing 
1037,1012,Michael Tojner ,$3 B,56,Austria,"batteries, investments",Manufacturing 
1038,1012,Donald Trump ,$3 B,75,United States,real estate,Real Estate 
1039,1012,Tsai Ming-kai ,$3 B,71,Taiwan,semiconductors,Technology 
1040,1012,John Tyson ,$3 B,68,United States,food processing,Food & Beverage 
1041,1012,Rufino Vigil Gonzalez ,$3 B,73,Mexico,steel,Metals & Mining 
1042,1012,Ning Wang & family ,$3 B,35,China,toys,Media & Entertainment 
1043,1012,Wang Yusuo & family ,$3 B,58,China,natural gas distribution,Energy 
1044,1012,Zhigang Wu & family ,$3 B,87,China,bakery chain,Food & Beverage 
1045,1012,Xie Juhua & family ,$3 B,71,China,pharmaceuticals,Healthcare 
1046,1012,Oren Zeev ,$3 B,57,Israel,investments,Finance & Investments 
1047,1012,Charles Zegar ,$3 B,74,United States,Bloomberg LP,Media & Entertainment 
1048,1012,Zhang Lei ,$3 B,49,China,investments,Finance & Investments 
1049,1012,Zhang Xin & Pan Shiyi ,$3 B,56,China,real estate,Real Estate 
1050,1012,Zhu Yan & family ,$3 B,64,China,real estate,Real Estate 
1051,1012,Mortimer Zuckerman ,$3 B,84,United States,"real estate, media",Real Estate 
1052,1053,Juan Abello ,$2.9 B,80,Spain,investments,Finance & Investments 
1053,1053,John Armitage ,$2.9 B,62,Ireland,hedge funds,Finance & Investments 
1054,1053,Bang Si-hyuk ,$2.9 B,49,South Korea,entertainment,Media & Entertainment 
1055,1053,Miriam Baumann-Blocher ,$2.9 B,47,Switzerland,chemicals,Manufacturing 
1056,1053,Riley Bechtel & family ,$2.9 B,70,United States,"engineering, construction",Construction & Engineering 
1057,1053,Wilhelm Beier & family ,$2.9 B,65,Germany,pharmaceuticals,Healthcare 
1058,1053,Nicolas Berggruen ,$2.9 B,60,United States,"real estate, investments",Real Estate 
1059,1053,Bui Thanh Nhon ,$2.9 B,64,Vietnam,real estate,Real Estate 
1060,1053,Cao Longxiang & family ,$2.9 B,64,China,pharmaceuticals,Healthcare 
1061,1053,Deng Wen ,$2.9 B,54,China,flavorings,Food & Beverage 
1062,1053,Daniel Dines ,$2.9 B,50,Romania,software,Technology 
1063,1053,Joseph Edelman ,$2.9 B,66,United States,hedge funds,Finance & Investments 
1064,1053,N. Murray Edwards ,$2.9 B,62,Canada,oil & gas,Energy 
1065,1053,Jane Goldman ,$2.9 B,66,United States,real estate,Real Estate 
1066,1053,Guo Zhenyu & family ,$2.9 B,58,Canada,cosmetics,Fashion & Retail 
1067,1053,Stewart Horejsi & family ,$2.9 B,84,United States,Berkshire Hathaway,Finance & Investments 
1068,1053,Zhenda Huang & family ,$2.9 B,74,China,construction,Construction & Engineering 
1069,1053,"Jeremy Jacobs, Sr. & family ",$2.9 B,82,United States,food service,Service 
1070,1053,Hamilton James ,$2.9 B,70,United States,investments,Finance & Investments 
1071,1053,Valentin Kipyatkov ,$2.9 B,45,Russia,computer software,Technology 
1072,1053,Li Zhongchu ,$2.9 B,58,China,software,Technology 
1073,1053,Martin Lorentzon ,$2.9 B,53,Sweden,Spotify,Technology 
1074,1053,"Drayton McLane, Jr. ",$2.9 B,85,United States,"Walmart, logistics",Fashion & Retail 
1075,1053,Benjamin Otto ,$2.9 B,64,Germany,retail,Fashion & Retail 
1076,1053,Roger Penske ,$2.9 B,85,United States,cars,Automotive 
1077,1053,Olivier Pomel ,$2.9 B,45,France,cloud computing,Technology 
1078,1053,Jean Salata ,$2.9 B,56,Chile,finance,Finance & Investments 
1079,1053,Arnout Schuijff ,$2.9 B,54,Netherlands,payments software,Technology 
1080,1053,Shen Hua & family ,$2.9 B,59,United States,semiconductors,Technology 
1081,1053,Martua Sitorus ,$2.9 B,62,Indonesia,palm oil,Manufacturing 
1082,1053,Zygmunt Solorz-Zak ,$2.9 B,65,Poland,TV broadcasting,Media & Entertainment 
1083,1053,Warren Stephens ,$2.9 B,65,United States,investment banking,Finance & Investments 
1084,1053,Tang Jinkui & family ,$2.9 B,66,China,"textiles, petrochemicals",Manufacturing 
1085,1053,Alan Trefler ,$2.9 B,66,United States,software,Technology 
1086,1053,Masateru Uno & family ,$2.9 B,75,Japan,drugstores,Fashion & Retail 
1087,1053,Frank VanderSloot ,$2.9 B,73,United States,"nutrition, wellness products",Fashion & Retail 
1088,1053,Guangming Wu ,$2.9 B,60,China,medical equipment,Healthcare 
1089,1053,Kai Wu ,$2.9 B,54,China,batteries,Energy 
1090,1053,Ye Fan & family ,$2.9 B,51,China,auto dealerships,Automotive 
1091,1053,Yoo Jung-hyun ,$2.9 B,52,South Korea,online games,Media & Entertainment 
1092,1053,Fenggang Zhao ,$2.9 B,56,China,batteries,Energy 
1093,1053,Zheng Xiaodong ,$2.9 B,58,China,manufacturing,Manufacturing 
1094,1053,Zhou Jianping ,$2.9 B,61,China,fashion retail,Fashion & Retail 
1095,1096,Jose Joao Abdalla Filho ,$2.8 B,76,Brazil,investments,Finance & Investments 
1096,1096,Brian Acton ,$2.8 B,50,United States,WhatsApp,Technology 
1097,1096,Bill Alfond ,$2.8 B,73,United States,shoes,Fashion & Retail 
1098,1096,Susan Alfond ,$2.8 B,76,United States,shoes,Fashion & Retail 
1099,1096,Ted Alfond ,$2.8 B,77,United States,shoes,Fashion & Retail 
1100,1096,Felix Baker ,$2.8 B,53,United States,biotech investing,Finance & Investments 
1101,1096,Julian Baker ,$2.8 B,55,United States,investing,Finance & Investments 
1102,1096,Karen Virginia Beckmann Legoretta ,$2.8 B,52,Mexico,tequila,Food & Beverage 
1103,1096,Maurizio Billi ,$2.8 B,64,Brazil,generic drugs,Healthcare 
1104,1096,Otto Philipp Braun ,$2.8 B,44,Germany,medical technology,Healthcare 
1105,1096,Garrett Camp ,$2.8 B,43,Canada,Uber,Technology 
1106,1096,Cao Ji ,$2.8 B,70,China,manufacturing,Manufacturing 
1107,1096,Hua Chen ,$2.8 B,56,China,real estate,Real Estate 
1108,1096,John Paul DeJoria ,$2.8 B,77,United States,"hair products, tequila",Fashion & Retail 
1109,1096,Beda Diethelm ,$2.8 B,81,Switzerland,hearing aids,Healthcare 
1110,1096,K. Dinesh ,$2.8 B,67,India,software services,Technology 
1111,1096,Dong Fan ,$2.8 B,52,China,medical devices,Healthcare 
1112,1096,Bennett Dorrance ,$2.8 B,76,United States,Campbell Soup,Food & Beverage 
1113,1096,Marcel Erni ,$2.8 B,57,Switzerland,private equity,Finance & Investments 
1114,1096,Abhay Firodia ,$2.8 B,77,India,automobiles,Automotive 
1115,1096,Alfred Gantner ,$2.8 B,54,Switzerland,private equity,Finance & Investments 
1116,1096,Allan Goldman ,$2.8 B,79,United States,real estate,Real Estate 
1117,1096,Amy Goldman Fowler ,$2.8 B,67,United States,real estate,Real Estate 
1118,1096,J. Tomilson Hill ,$2.8 B,73,United States,investments,Finance & Investments 
1119,1096,Hong Jie ,$2.8 B,54,China,paint,Manufacturing 
1120,1096,James Jannard ,$2.8 B,72,United States,sunglasses,Fashion & Retail 
1121,1096,Travis Kalanick ,$2.8 B,45,United States,Uber,Technology 
1122,1096,Diane Kemper ,$2.8 B,76,United States,real estate,Real Estate 
1123,1096,George Kurtz ,$2.8 B,51,United States,security software,Technology 
1124,1096,Kwek Leng Beng ,$2.8 B,81,Singapore,diversified,Diversified 
1125,1096,Geoffrey Kwok ,$2.8 B,36,Hong Kong,real estate,Real Estate 
1126,1096,Lai Jianping ,$2.8 B,64,China,soy sauce,Food & Beverage 
1127,1096,Maritsa Lazari & family ,$2.8 B,77,United Kingdom,real estate,Real Estate 
1128,1096,Alexis Lê-Quôc ,$2.8 B,47,United States,cloud computing,Technology 
1129,1096,Angela Leong ,$2.8 B,61,Hong Kong,casinos,Real Estate 
1130,1096,Lin Chen-hai ,$2.8 B,75,Taiwan,real estate,Real Estate 
1131,1096,Sergio Mantegazza ,$2.8 B,94,Switzerland,travel,Service 
1132,1096,Hans Melchers ,$2.8 B,83,Netherlands,"chemicals, investments",Finance & Investments 
1133,1096,Tom Morris ,$2.8 B,67,United Kingdom,retail,Fashion & Retail 
1134,1096,Eugene Murtagh ,$2.8 B,79,Ireland,building materials,Manufacturing 
1135,1096,Philip Niarchos ,$2.8 B,68,Greece,art collection,Diversified 
1136,1096,Pan Dong ,$2.8 B,57,Canada,consumer goods,Fashion & Retail 
1137,1096,Sean Parker ,$2.8 B,42,United States,Facebook,Technology 
1138,1096,Richard Peery ,$2.8 B,83,United States,real estate,Real Estate 
1139,1096,Gregorio Perez Companc & family ,$2.8 B,86,Argentina,oil & gas,Energy 
1140,1096,Sebastian Piñera & family ,$2.8 B,72,Chile,investments,Finance & Investments 
1141,1096,Nicholas Pritzker ,$2.8 B,78,United States,"hotels, investments",Finance & Investments 
1142,1096,Jeff Rothschild ,$2.8 B,67,United States,Facebook,Technology 
1143,1096,Steven Sarowitz ,$2.8 B,56,United States,payroll software,Technology 
1144,1096,Isabella Seràgnoli ,$2.8 B,76,Italy,packaging,Manufacturing 
1145,1096,Stephen Smith ,$2.8 B,70,Canada,finance and investments,Finance & Investments 
1146,1096,William Stone ,$2.8 B,66,United States,software,Technology 
1147,1096,Sun Hongbin ,$2.8 B,59,United States,real estate,Real Estate 
1148,1096,Sun Shoukuan ,$2.8 B,72,China,"metals, coal",Manufacturing 
1149,1096,"Henry Sy, Jr. ",$2.8 B,69,Philippines,diversified,Diversified 
1150,1096,Andrew Tan ,$2.8 B,70,Philippines,diversified,Diversified 
1151,1096,Kenneth Tuchman ,$2.8 B,62,United States,call centers,Service 
1152,1096,Tung Chee Hwa ,$2.8 B,84,Hong Kong,shipping,Logistics 
1153,1096,Bulat Utemuratov ,$2.8 B,64,Kazakhstan,"mining, banking, hotels",Metals & Mining 
1154,1096,Anna Katharina Viessmann ,$2.8 B,64,Germany,heating and cooling equipment,Manufacturing 
1155,1096,Xicheng Wang & family ,$2.8 B,73,China,tires,Manufacturing 
1156,1096,Urs Wietlisbach ,$2.8 B,60,Switzerland,private equity,Finance & Investments 
1157,1096,Wong Man Li ,$2.8 B,57,Hong Kong,furniture,Manufacturing 
1158,1096,Xie Weitong ,$2.8 B,65,Taiwan,cobalt,Metals & Mining 
1159,1096,Xu Chuanhua & family ,$2.8 B,87,China,"chemicals, logistics",Manufacturing 
1160,1096,Ye Xiaoping ,$2.8 B,59,China,pharmaceuticals,Healthcare 
1161,1096,Weiguo Zhao ,$2.8 B,55,China,IT products,Technology 
1162,1163,Ben Ashkenazy ,$2.7 B,52,United States,real estate,Real Estate 
1163,1163,Bill Austin ,$2.7 B,80,United States,hearing aids,Manufacturing 
1164,1163,Pavel Baudis ,$2.7 B,61,Czechia,software,Technology 
1165,1163,Yvonne Bauer ,$2.7 B,45,Germany,"magazines, media",Media & Entertainment 
1166,1163,Giuliana Benetton ,$2.7 B,84,Italy,"fashion retail, investments",Fashion & Retail 
1167,1163,Luciano Benetton ,$2.7 B,86,Italy,"fashion retail, investments",Fashion & Retail 
1168,1163,Aneel Bhusri ,$2.7 B,56,United States,business software,Technology 
1169,1163,George Bishop ,$2.7 B,84,United States,oil & gas,Energy 
1170,1163,Vivek Chand Burman ,$2.7 B,84,India,consumer goods,Food & Beverage 
1171,1163,Morris Chang ,$2.7 B,90,Taiwan,semiconductors,Technology 
1172,1163,Jinxia Chen ,$2.7 B,54,China,investments,Finance & Investments 
1173,1163,Cho Jung-ho ,$2.7 B,63,South Korea,finance,Finance & Investments 
1174,1163,Jack Cockwell ,$2.7 B,81,Canada,"real estate, private equity",Finance & Investments 
1175,1163,"Edward DeBartolo, Jr. ",$2.7 B,75,United States,shopping centers,Real Estate 
1176,1163,Abilio dos Santos Diniz ,$2.7 B,85,Brazil,retail,Fashion & Retail 
1177,1163,"John Dorrance, III. ",$2.7 B,78,Ireland,Campbell Soup,Food & Beverage 
1178,1163,Hailiang Feng ,$2.7 B,61,China,"copper, education",Metals & Mining 
1179,1163,Xingjiang Gao ,$2.7 B,58,China,steel,Manufacturing 
1180,1163,Carlos Hank Rhon ,$2.7 B,74,Mexico,banking,Diversified 
1181,1163,Vivek Jain ,$2.7 B,66,India,chemicals,Manufacturing 
1182,1163,Brad Kelley ,$2.7 B,65,United States,tobacco,Real Estate 
1183,1163,Alicia Koplowitz ,$2.7 B,68,Spain,"construction, investments",Finance & Investments 
1184,1163,Li Li ,$2.7 B,56,China,healthcare,Healthcare 
1185,1163,C. Dean Metropoulos ,$2.7 B,75,United States,investments,Food & Beverage 
1186,1163,Dan Olsson ,$2.7 B,75,Sweden,diversified,Diversified 
1187,1163,Tor Peterson ,$2.7 B,57,United States,commodities,Metals & Mining 
1188,1163,John Pritzker ,$2.7 B,68,United States,"hotels, investments",Finance & Investments 
1189,1163,Hussain Sajwani ,$2.7 B,69,United Arab Emirates,real estate,Real Estate 
1190,1163,Tseng Cheng ,$2.7 B,60,Taiwan,petrochemicals,Manufacturing 
1191,1163,Jerry Yang ,$2.7 B,53,United States,Yahoo,Technology 
1192,1163,Takao Yasuda ,$2.7 B,72,Japan,retail,Fashion & Retail 
1193,1163,Yu Qibing & family ,$2.7 B,56,China,glass,Manufacturing 
1194,1163,Zhang Xuezheng ,$2.7 B,46,China,telecom,Technology 
1195,1196,Abdulla bin Ahmad Al Ghurair & family ,$2.6 B,64,United Arab Emirates,diversified,Diversified 
1196,1196,Isak Andic & family ,$2.6 B,68,Spain,fashion retail,Fashion & Retail 
1197,1196,Harindarpal Banga ,$2.6 B,71,India,commodities,Finance & Investments 
1198,1196,Anne Beaufour ,$2.6 B,58,France,pharmaceuticals,Healthcare 
1199,1196,Henri Beaufour ,$2.6 B,56,France,pharmaceuticals,Healthcare 
1200,1196,Sanjeev Bikhchandani ,$2.6 B,58,India,Internet,Technology 
1201,1196,Norman Braman ,$2.6 B,89,United States,"art, car dealerships",Automotive 
1202,1196,J. Hyatt Brown ,$2.6 B,84,United States,insurance,Finance & Investments 
1203,1196,Chen Lip Keong ,$2.6 B,74,Malaysia,"casinos, property, energy",Gambling & Casinos 
1204,1196,Jim Coulter ,$2.6 B,62,United States,private equity,Finance & Investments 
1205,1196,Federico De Nora ,$2.6 B,54,Italy,electrodes,Manufacturing 
1206,1196,Dong Wei ,$2.6 B,51,China,pharmaceuticals,Healthcare 
1207,1196,Sandeep Engineer ,$2.6 B,60,India,plastic pipes,Manufacturing 
1208,1196,Alceu Elias Feldmann ,$2.6 B,72,Brazil,fertilizer,Energy 
1209,1196,"Frank Fertitta, III. ",$2.6 B,60,United States,"casinos, mixed martial arts",Sports 
1210,1196,Lorenzo Fertitta ,$2.6 B,53,United States,"casinos, mixed martial arts",Sports 
1211,1196,Doris Fisher ,$2.6 B,90,United States,Gap,Fashion & Retail 
1212,1196,Alec Gores ,$2.6 B,69,United States,private equity,Finance & Investments 
1213,1196,Rajinder Gupta ,$2.6 B,63,India,"textiles, paper",Manufacturing 
1214,1196,Igor Kesaev ,$2.6 B,55,Russia,"tobacco distribution, retail",Fashion & Retail 
1215,1196,Raj Kumar & Kishin RK ,$2.6 B,67,Singapore,real estate,Real Estate 
1216,1196,Li Hongxin & family ,$2.6 B,69,China,paper & related products,Manufacturing 
1217,1196,Liu Fangyi ,$2.6 B,52,China,medical equipment,Healthcare 
1218,1196,Lu Zhongfang ,$2.6 B,79,China,education,Automotive 
1219,1196,Nirmal Minda ,$2.6 B,64,India,auto parts,Automotive 
1220,1196,Farhad Moshiri ,$2.6 B,66,United Kingdom,diversified,Diversified 
1221,1196,Hans Georg Naeder ,$2.6 B,60,Germany,prosthetics,Manufacturing 
1222,1196,Eren Ozmen ,$2.6 B,63,United States,aerospace,Manufacturing 
1223,1196,Ronald Perelman ,$2.6 B,79,United States,leveraged buyouts,Finance & Investments 
1224,1196,Ravi Pillai ,$2.6 B,68,India,construction,Construction & Engineering 
1225,1196,Daniel Pritzker ,$2.6 B,62,United States,"hotels, investments",Finance & Investments 
1226,1196,Matthias Reinhart ,$2.6 B,62,Switzerland,financial services,Finance & Investments 
1227,1196,Alejandro Santo Domingo ,$2.6 B,45,United States,beer,Food & Beverage 
1228,1196,Vivek Chaand Sehgal ,$2.6 B,65,Australia,auto parts,Automotive 
1229,1196,Kavitark Ram Shriram ,$2.6 B,65,United States,"venture capital, Google",Technology 
1230,1196,Hans Sy ,$2.6 B,66,Philippines,diversified,Diversified 
1231,1196,Herbert Sy ,$2.6 B,65,Philippines,diversified,Diversified 
1232,1196,Tahir & family ,$2.6 B,70,Indonesia,diversified,Diversified 
1233,1196,Wang Linpeng ,$2.6 B,53,China,furniture retailing,Construction & Engineering 
1234,1196,David Wertheim ,$2.6 B,64,Israel,Coca Cola Israel,Food & Beverage 
1235,1196,Oprah Winfrey ,$2.6 B,68,United States,TV shows,Media & Entertainment 
1236,1196,Xingming Zhu ,$2.6 B,55,China,electrical equipment,Manufacturing 
1237,1238,Abdulla Al Futtaim & family ,$2.5 B,64,United Arab Emirates,"auto dealers, investments",Automotive 
1238,1238,Suhail Bahwan ,$2.5 B,83,Oman,diversified,Diversified 
1239,1238,Ulrike Baro ,$2.5 B,64,Germany,biopharmaceuticals,Healthcare 
1240,1238,David Baszucki ,$2.5 B,59,United States,online games,Media & Entertainment 
1241,1238,Thor Bjorgolfsson ,$2.5 B,55,Iceland,investments,Diversified 
1242,1238,Charles Bronfman ,$2.5 B,90,Canada,liquor,Food & Beverage 
1243,1238,Chen Qiongxiang ,$2.5 B,64,China,batteries,Energy 
1244,1238,Chen Tei-fu ,$2.5 B,73,Taiwan,herbal products,Fashion & Retail 
1245,1238,Chuchat Petaumpai & Daonapa Petampai ,$2.5 B,69,Thailand,motorcycle loans,Finance & Investments 
1246,1238,Leon G. Cooperman ,$2.5 B,78,United States,hedge funds,Finance & Investments 
1247,1238,Smita Crishna-Godrej ,$2.5 B,71,India,consumer goods,Diversified 
1248,1238,Jacques D'Amours ,$2.5 B,65,Canada,convenience stores,Fashion & Retail 
1249,1238,Maria Del Pino ,$2.5 B,66,Spain,construction,Construction & Engineering 
1250,1238,Yoichi & Keiko Erikawa ,$2.5 B,64,Japan,videogames,Media & Entertainment 
1251,1238,Gerald Ford ,$2.5 B,77,United States,banking,Finance & Investments 
1252,1238,Adi Godrej ,$2.5 B,80,India,consumer goods,Diversified 
1253,1238,Jamshyd Godrej ,$2.5 B,73,India,diversified,Diversified 
1254,1238,Nadir Godrej ,$2.5 B,71,India,consumer goods,Diversified 
1255,1238,Sanjiv Goenka ,$2.5 B,61,India,diversified,Diversified 
1256,1238,Stein Erik Hagen ,$2.5 B,65,Norway,consumer goods,Fashion & Retail 
1257,1238,Donald Horton & family ,$2.5 B,72,United States,homebuilding,Real Estate 
1258,1238,Hu Yangzhong ,$2.5 B,57,China,technology,Technology 
1259,1238,Baba Kalyani ,$2.5 B,73,India,engineering,Construction & Engineering 
1260,1238,Stephen Lansdown ,$2.5 B,69,Guernsey,financial services,Finance & Investments 
1261,1238,Mark Leonard & family ,$2.5 B,65,Canada,software,Technology 
1262,1238,William Li ,$2.5 B,47,China,electric vehicles,Automotive 
1263,1238,K.C. Liu ,$2.5 B,68,Taiwan,manufacturing,Technology 
1264,1238,Liu Xiaodong ,$2.5 B,54,China,flavorings,Manufacturing 
1265,1238,Aloke Lohia ,$2.5 B,63,India,petrochemicals,Manufacturing 
